スポーツ: thể thao (～をします：chơi thể thao),supoutsu: thể thao (～をします：chơi thể thao),"",スポーツ,supoutsu,thể thao (～をします：chơi thể thao),"",9
野球(やきゅう): bóng chày (～をします：chơi bóng chày),dã cầu(yakyuu): bóng chày (～をします：chơi bóng chày),野球,やきゅう,yakyuu,bóng chày (～をします：chơi bóng chày),dã cầu,9
"ダンス: nhảy, khiêu vũ (～をします：nhảy, khiêu vũ","dansu: nhảy, khiêu vũ (～をします：nhảy, khiêu vũ","",ダンス,dansu,"nhảy, khiêu vũ (～をします：nhảy, khiêu vũ","",9
音楽(おんがく): âm nhạc,âm nhạc(ongaku): âm nhạc,音楽,おんがく,ongaku,âm nhạc,âm nhạc,9
歌(うた): bài hát,ca(uta): bài hát,歌,うた,uta,bài hát,ca,9
クラシック: nhạc cổ điển,kurashikku: nhạc cổ điển,"",クラシック,kurashikku,nhạc cổ điển,"",9
ジャズ: nhạc jazz,jazu: nhạc jazz,"",ジャズ,jazu,nhạc jazz,"",9
コンサート: buổi hòa nhạc,konsaato: buổi hòa nhạc,"",コンサート,konsaato,buổi hòa nhạc,"",9
カラオケ: karaoke,karaoke: karaoke,"",カラオケ,karaoke,karaoke,"",9
歌舞伎(かぶき): Kabuki (một loại ca kịch truyền thống của Nhật) ,ca vũ(kabuki): Kabuki (một loại ca kịch truyền thống của Nhật) ,歌舞伎,かぶき,kabuki,Kabuki (một loại ca kịch truyền thống của Nhật) ,ca vũ,9
"絵(え): Tranh, hội họa","hội(e): Tranh, hội họa",絵,え,e,"Tranh, hội họa",hội,9
字(じ): chữ,tự(ji): chữ,字,じ,ji,chữ,tự,9
漢字(かんじ): chữ hán,hán tự(kanji): chữ hán,漢字,かんじ,kanji,chữ hán,hán tự,9
ひらがな: chữ Hiragana,hiragana: chữ Hiragana,"",ひらがな,hiragana,chữ Hiragana,"",9
かたかな: Chữ Katakana,katakana: Chữ Katakana,"",かたかな,katakana,Chữ Katakana,"",9
ローマ字(ローマじ): chữ La Mã,tự(roumaji): chữ La Mã,ローマ字,ローマじ,roumaji,chữ La Mã,tự,9
細かいお金(こまかいおかね): tiền lẻ,tế kim(komakaiokane): tiền lẻ,細かいお金,こまかいおかね,komakaiokane,tiền lẻ,tế kim,9
"チケット: vé (xem hòa nhạc, xem phim)","chiketto: vé (xem hòa nhạc, xem phim)","",チケット,chiketto,"vé (xem hòa nhạc, xem phim)","",9
時間(じかん): thời gian,thời gian(jikan): thời gian,時間,じかん,jikan,thời gian,thời gian,9
"用事(ようじ): việc bận, công chuyện","dụng sự(youji): việc bận, công chuyện",用事,ようじ,youji,"việc bận, công chuyện",dụng sự,9
"約束(やくそく): cuộc hẹn, lời hứa","ước thúc(yakusoku): cuộc hẹn, lời hứa",約束,やくそく,yakusoku,"cuộc hẹn, lời hứa",ước thúc,9
ご囚人(ごしゅじん): chồng (dùng khi nói về chồng người khác),tù nhân(goshuujin): chồng (dùng khi nói về chồng người khác),ご囚人,ごしゅじん,goshuujin,chồng (dùng khi nói về chồng người khác),tù nhân,9
夫/主人(おっと/しゅじん): chồng (dùng khi nói về chồng mình),phu chủ nhân(otto/shuujin): chồng (dùng khi nói về chồng mình),夫/主人,おっと/しゅじん,otto/shuujin,chồng (dùng khi nói về chồng mình),phu chủ nhân,9
奥さん(おくさん): vợ (dùng khi nói về vợ người khác),áo(okusan): vợ (dùng khi nói về vợ người khác),奥さん,おくさん,okusan,vợ (dùng khi nói về vợ người khác),áo,9
妻/家内(つま/かない): vợ (dùng khi nói về vợ mình),thê gia nội(tsuma/kanai): vợ (dùng khi nói về vợ mình),妻/家内,つま/かない,tsuma/kanai,vợ (dùng khi nói về vợ mình),thê gia nội,9
子ども(こども): con cái,tử(kodomo): con cái,子ども,こども,kodomo,con cái,tử,9
"よく: tốt, rõ (chỉ mức độ)","yoku: tốt, rõ (chỉ mức độ)","",よく,yoku,"tốt, rõ (chỉ mức độ)","",9
"だいたい: đại khái, đại thể","daitai: đại khái, đại thể","",だいたい,daitai,"đại khái, đại thể","",9
たくさん: nhiều,takusan: nhiều,"",たくさん,takusan,nhiều,"",9
"少し(すこし): ít, một ít","thiếu, thiểu(sukoshi): ít, một ít",少し,すこし,sukoshi,"ít, một ít","thiếu, thiểu",9
全然 (ぜんぜん): hoàn toàn ~ không,toàn nhiên(zenzen): hoàn toàn ~ không,全然 ,ぜんぜん,zenzen,hoàn toàn ~ không,toàn nhiên,9
"早く、速く(はやく): sớm, nhanh","tảo tốc(hayaku): sớm, nhanh",早く、速く,はやく,hayaku,"sớm, nhanh",tảo tốc,9
～から: vì ~,～kara: vì ~,"",～から,～kara,vì ~,"",9
どうして: tại sao,doushite: tại sao,"",どうして,doushite,tại sao,"",9
ざんねんです[ね]。残念です[ね]: Thật đáng tiếc nhỉ./ buồn nhỉ.,zannendesu[ne]。zannendesu[ne]: Thật đáng tiếc nhỉ./ buồn nhỉ.,"",ざんねんです[ね]。残念です[ね],zannendesu[ne]。zannendesu[ne],Thật đáng tiếc nhỉ./ buồn nhỉ.,"",9
すみません: Xin lỗi.,sumimasen: Xin lỗi.,"",すみません,sumimasen,Xin lỗi.,"",9
もしもし: a-lô,moshimoshi: a-lô,"",もしもし,moshimoshi,a-lô,"",9
ああ: a (cách nói khi đã gặp được đúng người trên điện thoại),aa: a (cách nói khi đã gặp được đúng người trên điện thoại),"",ああ,aa,a (cách nói khi đã gặp được đúng người trên điện thoại),"",9
いっしょにいかがですか: Anh/chị cùng ~ (làm cái gì đó) với chúng tôi được không?,isshoniikagadesuka: Anh/chị cùng ~ (làm cái gì đó) với chúng tôi được không?,"",いっしょにいかがですか,isshoniikagadesuka,Anh/chị cùng ~ (làm cái gì đó) với chúng tôi được không?,"",9
[～は]ちょっと….: [~ thì] có lẽ không được rồi. (cách từ chối khéo khi nhận được một lời mời nào đó),[～wa]chotto?: [~ thì] có lẽ không được rồi. (cách từ chối khéo khi nhận được một lời mời nào đó),"",[～は]ちょっと….,[～wa]chotto?,[~ thì] có lẽ không được rồi. (cách từ chối khéo khi nhận được một lời mời nào đó),"",9
だめですか: Không được à?,damedesuka: Không được à?,"",だめですか,damedesuka,Không được à?,"",9
また今度お願いします(またこんどおねがいします): Hẹn Anh/Chị lần sau vậy.,kim độ nguyện(matakondoonegaishimasu): Hẹn Anh/Chị lần sau vậy.,また今度お願いします,またこんどおねがいします,matakondoonegaishimasu,Hẹn Anh/Chị lần sau vậy.,kim độ nguyện,9
"います (II) : có, ở (tồn tại, dùng cho người và động vật)","imasu : có, ở (tồn tại, dùng cho người và động vật)","",います (II) ,imasu ,"có, ở (tồn tại, dùng cho người và động vật)","",10
"あります (I) : có (tồn tại, dùng cho đồ vật)","arimasu : có (tồn tại, dùng cho đồ vật)","",あります (I) ,arimasu ,"có (tồn tại, dùng cho đồ vật)","",10
"いろいろ[な]: nhiều, đa dạng","iroiro[na]: nhiều, đa dạng","",いろいろ[な],iroiro[na],"nhiều, đa dạng","",10
男の人(おとこのひと): người đàn ông,nam nhân(otokonohito): người đàn ông,男の人,おとこのひと,otokonohito,người đàn ông,nam nhân,10
女の人(おんなのひと): người đàn bà,nữ nhân(onnanohito): người đàn bà,女の人,おんなのひと,onnanohito,người đàn bà,nữ nhân,10
男の子(おとこのこ): cậu con trai,nam tử(otokonoko): cậu con trai,男の子,おとこのこ,otokonoko,cậu con trai,nam tử,10
女の子(おんなのこ): cô con gái,nữ tử(onnanoko): cô con gái,女の子,おんなのこ,onnanoko,cô con gái,nữ tử,10
犬(いぬ): chó,khuyển(inu): chó,犬,いぬ,inu,chó,khuyển,10
猫(ねこ): mèo,miêu(neko): mèo,猫,ねこ,neko,mèo,miêu,10
"木(き): cây, gỗ","mộc(ki): cây, gỗ",木,き,ki,"cây, gỗ",mộc,10
"物(もの): vật, đồ vật","vật(mono): vật, đồ vật",物,もの,mono,"vật, đồ vật",vật,10
フィルム: phim,firumu: phim,"",フィルム,firumu,phim,"",10
電池(でんち): Pin,điện trì(denchi): Pin,電池,でんち,denchi,Pin,điện trì,10
箱(はこ): hộp,tương(hako): hộp,箱,はこ,hako,hộp,tương,10
スイッチ: công tắc,suicchi: công tắc,"",スイッチ,suicchi,công tắc,"",10
冷蔵庫(れいぞうこ): tủ lạnh,lãnh tàng khố(reizouko): tủ lạnh,冷蔵庫,れいぞうこ,reizouko,tủ lạnh,lãnh tàng khố,10
テーブル: bàn,teiburu: bàn,"",テーブル,teiburu,bàn,"",10
ベッド: giường,beddo: giường,"",ベッド,beddo,giường,"",10
棚(たな): giá sách,bằng(tana): giá sách,棚,たな,tana,giá sách,bằng,10
ドア: cửa,doa: cửa,"",ドア,doa,cửa,"",10
窓(まど): cửa sổ,song(mado): cửa sổ,窓,まど,mado,cửa sổ,song,10
"ポスト: hộp thư, hòm thư","posuto: hộp thư, hòm thư","",ポスト,posuto,"hộp thư, hòm thư","",10
ビル: toà nhà,biru: toà nhà,"",ビル,biru,toà nhà,"",10
公園(こうえん): công viên,công viên(kouen): công viên,公園,こうえん,kouen,công viên,công viên,10
"喫茶店(きっさてん): quán giải khát, quán cà-phê","khiết trà điếm(kissaten): quán giải khát, quán cà-phê",喫茶店,きっさてん,kissaten,"quán giải khát, quán cà-phê",khiết trà điếm,10
本屋(ほんや): hiệu sách,bản ốc(honya): hiệu sách,本屋,ほんや,honya,hiệu sách,bản ốc,10
"～屋(～や): hiệu ~, cửa hàng ~","ốc(～ya): hiệu ~, cửa hàng ~",～屋,～や,～ya,"hiệu ~, cửa hàng ~",ốc,10
"乗り場(のりば): bến xe, điểm lên xuống x","thừa trường(noriba): bến xe, điểm lên xuống x",乗り場,のりば,noriba,"bến xe, điểm lên xuống x",thừa trường,10
県(けん): tỉnh,huyện(ken): tỉnh,県,けん,ken,tỉnh,huyện,10
上(うえ): trên,thượng(ue): trên,上,うえ,ue,trên,thượng,10
下(した): dưới,hạ(shita): dưới,下,した,shita,dưới,hạ,10
前(まえ): trước,tiền(mae): trước,前,まえ,mae,trước,tiền,10
うしろ: sau,ushiro: sau,"",うしろ,ushiro,sau,"",10
右(みぎ): phải,hữu(migi): phải,右,みぎ,migi,phải,hữu,10
左(ひだり): trái,tả(hidari): trái,左,ひだり,hidari,trái,tả,10
"中(なか): trong, giữa","trung(naka): trong, giữa",中,なか,naka,"trong, giữa",trung,10
外(そと): ngoài,ngoại(soto): ngoài,外,そと,soto,ngoài,ngoại,10
隣(となり): bên cạnh,lân(tonari): bên cạnh,隣,となり,tonari,bên cạnh,lân,10
近く(ちかく): gần,cận(chikaku): gần,近く,ちかく,chikaku,gần,cận,10
間(あいだ): giữa,gian(aida): giữa,間,あいだ,aida,giữa,gian,10
"～や～[など]: ~ và ~, [v.v.]","～ya～[nado]: ~ và ~, [v.v.]","",～や～[など],～ya～[nado],"~ và ~, [v.v.]","",10
いちばん～: ~ nhất (いちばん  うえ：vị trí cao nhất),ichiban～: ~ nhất (いちばん  うえ：vị trí cao nhất),"",いちばん～,ichiban～,~ nhất (いちばん  うえ：vị trí cao nhất),"",10
"―段目(―だんめ): giá thứ -, tầng thứ - (「だん」được dùng cho giá sách v.v.)","đoạn mục(?danme): giá thứ -, tầng thứ - (「だん」được dùng cho giá sách v.v.)",―段目,―だんめ,?danme,"giá thứ -, tầng thứ - (「だん」được dùng cho giá sách v.v.)",đoạn mục,10
[どうも]すみません: Cám ơn,[doumo]sumimasen: Cám ơn,"",[どうも]すみません,[doumo]sumimasen,Cám ơn,"",10
チリソース: tương ớt (chili sauce),chirisousu: tương ớt (chili sauce),"",チリソース,chirisousu,tương ớt (chili sauce),"",10
奥(おく): bên trong cùng,áo(oku): bên trong cùng,奥,おく,oku,bên trong cùng,áo,10
スパイス・コーナー: góc gia vị (sprice corner),supaisukounaa: góc gia vị (sprice corner),"",スパイス・コーナー,supaisukounaa,góc gia vị (sprice corner),"",10
[子供が～](います (I) [こどもが～]): có [con],tử cung(imasu [kodomoga～]): có [con],[子供が～],います (I) [こどもが～],imasu [kodomoga～],có [con],tử cung,11
 [日本に～](います[にほんに～]): ở [Nhật],nhật bản(imasu[nihonni～]): ở [Nhật], [日本に～],います[にほんに～],imasu[nihonni～],ở [Nhật],nhật bản,11
"かかります (II) : mất, tốn (thời gian, tiền bạc)","kakarimasu : mất, tốn (thời gian, tiền bạc)","",かかります (II) ,kakarimasu ,"mất, tốn (thời gian, tiền bạc)","",11
休みます(やすみます): nghỉ [làm việc],hưu(yasumimasu): nghỉ [làm việc],休みます,やすみます,yasumimasu,nghỉ [làm việc],hưu,11
１つ (ひとつ): một cái ,(hitotsu): một cái ,１つ ,ひとつ,hitotsu,một cái ,"",11
２つ(ふたつ): hai cái,(futatsu): hai cái,２つ,ふたつ,futatsu,hai cái,"",11
３つ(みっつ): ba cái,(mittsu): ba cái,３つ,みっつ,mittsu,ba cái,"",11
４つ(よっつ): bốn cái,(yottsu): bốn cái,４つ,よっつ,yottsu,bốn cái,"",11
５つ(いつつ): năm cái,(itsutsu): năm cái,５つ,いつつ,itsutsu,năm cái,"",11
６つ(むっつ): sáu cái,(muttsu): sáu cái,６つ,むっつ,muttsu,sáu cái,"",11
７つ(ななつ): bảy cái,(nanatsu): bảy cái,７つ,ななつ,nanatsu,bảy cái,"",11
８つ(やっつ): tám cái,(yattsu): tám cái,８つ,やっつ,yattsu,tám cái,"",11
９つ(ここのつ): chín cái,(kokonotsu): chín cái,９つ,ここのつ,kokonotsu,chín cái,"",11
１０つ(とお): mười cái,(tou): mười cái,１０つ,とお,tou,mười cái,"",11
"いくつ: mấy cái, bao nhiêu cái","ikutsu: mấy cái, bao nhiêu cái","",いくつ,ikutsu,"mấy cái, bao nhiêu cái","",11
１人(ひとり): một người,nhân(hitori): một người,１人,ひとり,hitori,một người,nhân,11
２人(ふたり): hai người ,nhân(futari): hai người ,２人,ふたり,futari,hai người ,nhân,11
－人(―にん): - người,nhân(?nin): - người,－人,―にん,?nin,- người,nhân,11
"－台(―だい): - cái (dùng để đếm máy móc, xe cộ v.v.)","đài(?dai): - cái (dùng để đếm máy móc, xe cộ v.v.)",－台,―だい,?dai,"- cái (dùng để đếm máy móc, xe cộ v.v.)",đài,11
"－枚(―まい): - tờ, tấm (dùng để đếm những vật mỏng như giấy, con tem v.v.)","mai(?mai): - tờ, tấm (dùng để đếm những vật mỏng như giấy, con tem v.v.)",－枚,―まい,?mai,"- tờ, tấm (dùng để đếm những vật mỏng như giấy, con tem v.v.)",mai,11
―回(―かい): - lần,hồi(?kai): - lần,―回,―かい,?kai,- lần,hồi,11
りんご: táo,ringo: táo,"",りんご,ringo,táo,"",11
みかん: quýt,mikan: quýt,"",みかん,mikan,quýt,"",11
サンドイッチ: bánh San Uých,sandoicchi: bánh San Uých,"",サンドイッチ,sandoicchi,bánh San Uých,"",11
カレー[ライス]: món [cơm] ca-ri,karei[raisu]: món [cơm] ca-ri,"",カレー[ライス],karei[raisu],món [cơm] ca-ri,"",11
アイスクリーム: kem,aisukuriimu: kem,"",アイスクリーム,aisukuriimu,kem,"",11
切手(きって): tem,thiết thủ(kitte): tem,切手,きって,kitte,tem,thiết thủ,11
はがみ: bưu thiếp,wagami: bưu thiếp,"",はがみ,wagami,bưu thiếp,"",11
封筒(ふうとう): phong bì,phong đồng(fuutou): phong bì,封筒,ふうとう,fuutou,phong bì,phong đồng,11
速達(そくたつ): (bưu phẩm) gửi nhanh,tốc đạt(sokutatsu): (bưu phẩm) gửi nhanh,速達,そくたつ,sokutatsu,(bưu phẩm) gửi nhanh,tốc đạt,11
書留(かきとめ): (bưu phẩm) gửi bảo đảm,thư lưu(kakitome): (bưu phẩm) gửi bảo đảm,書留,かきとめ,kakitome,(bưu phẩm) gửi bảo đảm,thư lưu,11
航空便)(エアメール(こうくうびん)): gửi bằng đường hàng không,hàng không tiện(eameiru(koukuubin)): gửi bằng đường hàng không,航空便),エアメール(こうくうびん),eameiru(koukuubin),gửi bằng đường hàng không,hàng không tiện,11
船便(ふなびん): gửi bằng đường biển,thuyền tiện(funabin): gửi bằng đường biển,船便,ふなびん,funabin,gửi bằng đường biển,thuyền tiện,11
両親(りょうしん): bố mẹ,lưỡng thân(ryoushin): bố mẹ,両親,りょうしん,ryoushin,bố mẹ,lưỡng thân,11
兄弟(きょうだい): anh chị em,huynh đệ(kyoudai): anh chị em,兄弟,きょうだい,kyoudai,anh chị em,huynh đệ,11
"兄, お兄さん(あにおにいさん): anh trai, anh trai (dùng cho người khác)","huynh huynh(anioniisan): anh trai, anh trai (dùng cho người khác)","兄, お兄さん",あにおにいさん,anioniisan,"anh trai, anh trai (dùng cho người khác)",huynh huynh,11
"姉, お姉さん(あねおねえさん): chị gái, chị gái (dùng cho người khác)","tỉ tỉ(aneoneisan): chị gái, chị gái (dùng cho người khác)","姉, お姉さん",あねおねえさん,aneoneisan,"chị gái, chị gái (dùng cho người khác)",tỉ tỉ,11
"弟, 弟さん(おとうとおとうとさん): em trai, em trai (dùng cho người khác)","đệ đệ(otoutootoutosan): em trai, em trai (dùng cho người khác)","弟, 弟さん",おとうとおとうとさん,otoutootoutosan,"em trai, em trai (dùng cho người khác)",đệ đệ,11
"妹, 妹さん(いもうといもうとさん): em gái, em gái (dùng cho người khác)","muội muội(imoutoimoutosan): em gái, em gái (dùng cho người khác)","妹, 妹さん",いもうといもうとさん,imoutoimoutosan,"em gái, em gái (dùng cho người khác)",muội muội,11
外国(がいこく): nước ngoài,ngoại quốc(gaikoku): nước ngoài,外国,がいこく,gaikoku,nước ngoài,ngoại quốc,11
―時間 (―じかん): - tiếng,thời gian(?jikan): - tiếng,―時間 ,―じかん,?jikan,- tiếng,thời gian,11
―週間 (―しゅうかん): - tuần,chu gian(?shuukan): - tuần,―週間 ,―しゅうかん,?shuukan,- tuần,chu gian,11
－か月(―かげつ): - tháng,nguyệt(?kagetsu): - tháng,－か月,―かげつ,?kagetsu,- tháng,nguyệt,11
―年(―ねん): - năm,niên(?nen): - năm,―年,―ねん,?nen,- năm,niên,11
～ぐらい: khoảng ~,～gurai: khoảng ~,"",～ぐらい,～gurai,khoảng ~,"",11
どのぐらい: bao lâu,donogurai: bao lâu,"",どのぐらい,donogurai,bao lâu,"",11
全部で(ぜんぶで): tổng cộng,toàn bộ(zenbude): tổng cộng,全部で,ぜんぶで,zenbude,tổng cộng,toàn bộ,11
みんな: tất cả,minna: tất cả,"",みんな,minna,tất cả,"",11
～だけ: chỉ ~,～dake: chỉ ~,"",～だけ,～dake,chỉ ~,"",11
いらっしゃいませ: Xin mời vào./ xin chào quý khách. (lời chào của người bán hàng đối với khách hàng),irasshaimase: Xin mời vào./ xin chào quý khách. (lời chào của người bán hàng đối với khách hàng),"",いらっしゃいませ,irasshaimase,Xin mời vào./ xin chào quý khách. (lời chào của người bán hàng đối với khách hàng),"",11
いい[お]天気ですね(いい[お]てんきですね): Trời đẹp nhỉ,thiên khí(ii[o]tenkidesune): Trời đẹp nhỉ,いい[お]天気ですね,いい[お]てんきですね,ii[o]tenkidesune,Trời đẹp nhỉ,thiên khí,11
お出かけですか(おでかけですか): Anh/ chị đi ra ngoài đấy à?,xuất(odekakedesuka): Anh/ chị đi ra ngoài đấy à?,お出かけですか,おでかけですか,odekakedesuka,Anh/ chị đi ra ngoài đấy à?,xuất,11
ちょっと～まで: Tôi đi ~ một chút.,chotto～made: Tôi đi ~ một chút.,"",ちょっと～まで,chotto～made,Tôi đi ~ một chút.,"",11
行っていらっしゃい: Anh/chị đi nhé. (nguyên nghĩa: anh/chị đi rồi lại về nhé.),itteirasshai: Anh/chị đi nhé. (nguyên nghĩa: anh/chị đi rồi lại về nhé.),"",行っていらっしゃい,itteirasshai,Anh/chị đi nhé. (nguyên nghĩa: anh/chị đi rồi lại về nhé.),"",11
行ってまいります: Tôi đi đây. (nguyên nghĩa: tôi đi rồi sẽ về.),ittemairimasu: Tôi đi đây. (nguyên nghĩa: tôi đi rồi sẽ về.),"",行ってまいります,ittemairimasu,Tôi đi đây. (nguyên nghĩa: tôi đi rồi sẽ về.),"",11
"それから: sau đó, tiếp nữa","sorekara: sau đó, tiếp nữa","",それから,sorekara,"sau đó, tiếp nữa","",11
"簡単「な」(かんたん「な」): Đơn giản, dễ","giản đơn(kantanna): Đơn giản, dễ",簡単「な」,かんたん「な」,kantanna,"Đơn giản, dễ",giản đơn,12
近い (ちかい): gần,cận(chikai): gần,近い ,ちかい,chikai,gần,cận,12
遠い(とおい): xa,viễn(toui): xa,遠い,とおい,toui,xa,viễn,12
"速い、早い(はやい): nhanh, sớm","tốc tảo(hayai): nhanh, sớm",速い、早い,はやい,hayai,"nhanh, sớm",tốc tảo,12
"遅い(おそい): chậm, muộn","trì(osoi): chậm, muộn",遅い,おそい,osoi,"chậm, muộn",trì,12
多い [人が～](おおい[ひとが～]): nhiều [người],đa nhân(oui[hitoga～]): nhiều [người],多い [人が～],おおい[ひとが～],oui[hitoga～],nhiều [người],đa nhân,12
少ない [人が～](すくない[ひとが～]): ít [người],thiếu nhân(sukunai[hitoga～]): ít [người],少ない [人が～],すくない[ひとが～],sukunai[hitoga～],ít [người],thiếu nhân,12
温かい、暖かい(あたたかい): ấm,ôn noãn(atatakai): ấm,温かい、暖かい,あたたかい,atatakai,ấm,ôn noãn,12
涼しい (すずしい): mát,lương(suzushii): mát,涼しい ,すずしい,suzushii,mát,lương,12
甘い(あまい): ngọt,cam(amai): ngọt,甘い,あまい,amai,ngọt,cam,12
辛い(からい): cay,tân(karai): cay,辛い,からい,karai,cay,tân,12
重い(おもい): nặng,"trọng, trùng(omoi): nặng",重い,おもい,omoi,nặng,"trọng, trùng",12
軽い(かるい): nhẹ,khinh(karui): nhẹ,軽い,かるい,karui,nhẹ,khinh,12
"いい[コーヒーが～]: thích, chọn, dùng [cafe]","ii[kouhiiga～]: thích, chọn, dùng [cafe]","",いい[コーヒーが～],ii[kouhiiga～],"thích, chọn, dùng [cafe]","",12
季節(きせつ): mùa,quý tiết(kisetsu): mùa,季節,きせつ,kisetsu,mùa,quý tiết,12
春(はる): mùa xuân,xuân(haru): mùa xuân,春,はる,haru,mùa xuân,xuân,12
夏(なつ): mùa hè,hạ(natsu): mùa hè,夏,なつ,natsu,mùa hè,hạ,12
秋(あき): mùa thu,thu(aki): mùa thu,秋,あき,aki,mùa thu,thu,12
冬(ふゆ): mùa đông,đông(fuyu): mùa đông,冬,ふゆ,fuyu,mùa đông,đông,12
天気(てんき): thời tiết,thiên khí(tenki): thời tiết,天気,てんき,tenki,thời tiết,thiên khí,12
雨(あめ): mưa,vũ(ame): mưa,雨,あめ,ame,mưa,vũ,12
雪(ゆき): tuyết,tuyết(yuki): tuyết,雪,ゆき,yuki,tuyết,tuyết,12
曇り(くもり): có mây,đàm(kumori): có mây,曇り,くもり,kumori,có mây,đàm,12
ホテル: khách sạn,hoteru: khách sạn,"",ホテル,hoteru,khách sạn,"",12
空港 (くうこう): sân bay,không cảng(kuukou): sân bay,空港 ,くうこう,kuukou,sân bay,không cảng,12
"海(うみ): biển, đại dương","hải(umi): biển, đại dương",海,うみ,umi,"biển, đại dương",hải,12
政界(せかい): thế giới,chính giới(sekai): thế giới,政界,せかい,sekai,thế giới,chính giới,12
パーティー: tiệc (~をします：tổ chức tiệc),paatii: tiệc (~をします：tổ chức tiệc),"",パーティー,paatii,tiệc (~をします：tổ chức tiệc),"",12
「お」祭り(「お」まつり): lễ hội,tế(omatsuri): lễ hội,「お」祭り,「お」まつり,omatsuri,lễ hội,tế,12
"試験(しけん): kỳ thi, bài thi","thí nghiệm(shiken): kỳ thi, bài thi",試験,しけん,shiken,"kỳ thi, bài thi",thí nghiệm,12
すき焼き(すきやき): Sukiyaki (món thịt bò nấu rau),thiêu(sukiyaki): Sukiyaki (món thịt bò nấu rau),すき焼き,すきやき,sukiyaki,Sukiyaki (món thịt bò nấu rau),thiêu,12
刺身(さしみ): Sashimi (món gỏi cá sống),thích thân(sashimi): Sashimi (món gỏi cá sống),刺身,さしみ,sashimi,Sashimi (món gỏi cá sống),thích thân,12
「お」すし: Sushi,osushi: Sushi,"",「お」すし,osushi,Sushi,"",12
てんぷら: Tempura (món hải sản và rau chiên tẩm bột,tenpura: Tempura (món hải sản và rau chiên tẩm bột,"",てんぷら,tenpura,Tempura (món hải sản và rau chiên tẩm bột,"",12
生け花(いけばな): Nghệ thuật cắm hoa (～をします：cắm hoa),sinh hoa(ikebana): Nghệ thuật cắm hoa (～をします：cắm hoa),生け花,いけばな,ikebana,Nghệ thuật cắm hoa (～をします：cắm hoa),sinh hoa,12
紅葉(もみじ): lá đỏ,hồng diệp(momiji): lá đỏ,紅葉,もみじ,momiji,lá đỏ,hồng diệp,12
どちら: cái nào,dochira: cái nào,"",どちら,dochira,cái nào,"",12
どちらも: cả hai,dochiramo: cả hai,"",どちらも,dochiramo,cả hai,"",12
ずっと: (hơn) hẳn (dùng để nhấn mạnh sự khác biệt giữa hai đối tượng),zutto: (hơn) hẳn (dùng để nhấn mạnh sự khác biệt giữa hai đối tượng),"",ずっと,zutto,(hơn) hẳn (dùng để nhấn mạnh sự khác biệt giữa hai đối tượng),"",12
初めて(はじめて): lần đầu tiên,sơ(hajimete): lần đầu tiên,初めて,はじめて,hajimete,lần đầu tiên,sơ,12
ただいま: Tôi đã về đây. (dùng nói khi về đến nhà),tadaima: Tôi đã về đây. (dùng nói khi về đến nhà),"",ただいま,tadaima,Tôi đã về đây. (dùng nói khi về đến nhà),"",12
お帰りなさい(おかえりなさい): Anh/Chị đã về đấy à. (dùng để nói với ai đó mới về đến nhà),quy(okaerinasai): Anh/Chị đã về đấy à. (dùng để nói với ai đó mới về đến nhà),お帰りなさい,おかえりなさい,okaerinasai,Anh/Chị đã về đấy à. (dùng để nói với ai đó mới về đến nhà),quy,12
すごいですね: Ghê quá nhỉ./ hay quá nhỉ,sugoidesune: Ghê quá nhỉ./ hay quá nhỉ,"",すごいですね,sugoidesune,Ghê quá nhỉ./ hay quá nhỉ,"",12
でも: Nhưng,demo: Nhưng,"",でも,demo,Nhưng,"",12
つかれました: Tôi mệt rồi,tsukaremashita: Tôi mệt rồi,"",つかれました,tsukaremashita,Tôi mệt rồi,"",12
祇園祭(ぎおんまつり): Lễ hội Gi-ôn (lễ hội nổi tiếng ,viên tế(gionmatsuri): Lễ hội Gi-ôn (lễ hội nổi tiếng ,祇園祭,ぎおんまつり,gionmatsuri,Lễ hội Gi-ôn (lễ hội nổi tiếng ,viên tế,12
ホンコン: Hồng Kông (香港),honkon: Hồng Kông (香港),"",ホンコン,honkon,Hồng Kông (香港),"",12
遊びます(あそびます (I) ): chơi,du(asobimasu ): chơi,遊びます,あそびます (I) ,asobimasu ,chơi,du,13
泳ぎます(およぎます (I) ): bơi,vịnh(oyogimasu ): bơi,泳ぎます,およぎます (I) ,oyogimasu ,bơi,vịnh,13
迎えます(むかえます (II) ): đón,nghênh(mukaemasu ): đón,迎えます,むかえます (II) ,mukaemasu ,đón,nghênh,13
疲れます(つかれます (II) ): mệt,bì(tsukaremasu ): mệt,疲れます,つかれます (II) ,tsukaremasu ,mệt,bì,13
出します 手紙を出します(だします (I) てがみをだします): gửi[thư],xuất thủ chỉ xuất(dashimasu tegamiodashimasu): gửi[thư],出します 手紙を出します,だします (I) てがみをだします,dashimasu tegamiodashimasu,gửi[thư],xuất thủ chỉ xuất,13
入ります喫茶店に入ります(はいります (I) きっさてんにはいります): vào [quán giải khát],nhập khiết trà điếm nhập(hairimasu kissatennihairimasu): vào [quán giải khát],入ります喫茶店に入ります,はいります (I) きっさてんにはいります,hairimasu kissatennihairimasu,vào [quán giải khát],nhập khiết trà điếm nhập,13
