南米,なんべい,nam mỹ,nam mễ,"こめ, ベイ, マイ",Đây là thể hiện của một cây lúa
北米,ほくべい,bắc mỹ,bắc mễ,"こめ, ベイ, マイ",Đây là thể hiện của một cây lúa
新米,しんまい,chú tiểu,tân mễ,"こめ, ベイ, マイ",Đây là thể hiện của một cây lúa
来る,きたる,đến,lai,"く_る, き_たる, ライ","Khi tháng mười đến,lúa(米) sẽ được thu hoạch."
来ます,きます,bạn đến,lai,"く_る, き_たる, ライ","Khi tháng mười đến,lúa(米) sẽ được thu hoạch."
来ない,こない,không đi,lai,"く_る, き_たる, ライ","Khi tháng mười đến,lúa(米) sẽ được thu hoạch."
来年,らいねん,năm sau,lai niên,"く_る, き_たる, ライ","Khi tháng mười đến,lúa(米) sẽ được thu hoạch."
来週,らいしゅう,tuần tới,lai chu,"く_る, き_たる, ライ","Khi tháng mười đến,lúa(米) sẽ được thu hoạch."
将来,しょうらい,tương lai,tướng lai,"く_る, き_たる, ライ","Khi tháng mười đến,lúa(米) sẽ được thu hoạch."
来学期,らいがっき,học kỳ tiếp theo,lai học kì,"く_る, き_たる, ライ","Khi tháng mười đến,lúa(米) sẽ được thu hoạch."
来る,きたる,đến,lai,"く_る, き_たる, ライ","Khi tháng mười đến,lúa(米) sẽ được thu hoạch."
良い,いい,tốt,lương,"よい, リョオ",Mọi người cảm thấy  tốt với một cái dạ dày no
良心,りょうしん,lương tâm,lương tâm,"よい, リョオ",Mọi người cảm thấy  tốt với một cái dạ dày no
不良,ふりょう,thất bại,bất lương,"よい, リョオ",Mọi người cảm thấy  tốt với một cái dạ dày no
奈良県,ならけん,nara quận,nại lương huyện,"よい, リョオ",Mọi người cảm thấy  tốt với một cái dạ dày no
食べる,たべる,ăn,thực,"た_べる, く_う, ショク, ジキ",Cái làm tôi thấy tốt(良) ở nhà là ăn
食べ物,たべもの,thức ăn,thực vật,"た_べる, く_う, ショク, ジキ",Cái làm tôi thấy tốt(良) ở nhà là ăn
食堂,しょくどう,quán ăn tự phục vụ,thực đường,"た_べる, く_う, ショク, ジキ",Cái làm tôi thấy tốt(良) ở nhà là ăn
食事,しょくじ,bữa ăn,thực sự,"た_べる, く_う, ショク, ジキ",Cái làm tôi thấy tốt(良) ở nhà là ăn
昼食,ちゅうしょく,bữa trưa,trú thực,"た_べる, く_う, ショク, ジキ",Cái làm tôi thấy tốt(良) ở nhà là ăn
朝食,あさけ,bữa ăn sáng,triều thực,"た_べる, く_う, ショク, ジキ",Cái làm tôi thấy tốt(良) ở nhà là ăn
食う,くう,ăn,thực,"た_べる, く_う, ショク, ジキ",Cái làm tôi thấy tốt(良) ở nhà là ăn
断食,だんじき,nhanh,đoạn thực,"た_べる, く_う, ショク, ジキ",Cái làm tôi thấy tốt(良) ở nhà là ăn
飲む,のむ,uống,ẩm,"の_む, イン",Bạn ăn(食) và uống với cái mồm rộng của bạn
飲み物,のみもの,uống,ẩm vật,"の_む, イン",Bạn ăn(食) và uống với cái mồm rộng của bạn
飲み屋,のみや,thanh,ẩm ốc,"の_む, イン",Bạn ăn(食) và uống với cái mồm rộng của bạn
飲み薬,のみぐすり,nội y,ẩm dược,"の_む, イン",Bạn ăn(食) và uống với cái mồm rộng của bạn
飲食店,いんしょくてん,nhà hàng,ẩm thực điếm,"の_む, イン",Bạn ăn(食) và uống với cái mồm rộng của bạn
飲酒運転,いんしゅうんてん,say rượu lái xe,ẩm tửu vận chuyển,"の_む, イン",Bạn ăn(食) và uống với cái mồm rộng của bạn
飲料水,いんりょうすい,uống nước,ẩm liệu thủy,"の_む, イン",Bạn ăn(食) và uống với cái mồm rộng của bạn
会う,あう,gặp,hội,"あ_う, カイ, エ",Hai(二)chúng ta sẽ gặp nhau trong một ngôi nhà.
会話,かいわ,đàm thoại,hội thoại,"あ_う, カイ, エ",Hai(二)chúng ta sẽ gặp nhau trong một ngôi nhà.
会社,かいしゃ,công ty,hội xã,"あ_う, カイ, エ",Hai(二)chúng ta sẽ gặp nhau trong một ngôi nhà.
会社員,かいしゃいん,nhân viên công ty,hội xã viên,"あ_う, カイ, エ",Hai(二)chúng ta sẽ gặp nhau trong một ngôi nhà.
会議,かいぎ,hội nghị,hội nghị,"あ_う, カイ, エ",Hai(二)chúng ta sẽ gặp nhau trong một ngôi nhà.
会場,かいじょう,địa điểm,"hội tràng,trường","あ_う, カイ, エ",Hai(二)chúng ta sẽ gặp nhau trong một ngôi nhà.
国会,こっかい,nghị viện,quốc hội,"あ_う, カイ, エ",Hai(二)chúng ta sẽ gặp nhau trong một ngôi nhà.
会釈,えしゃく,gật đầu,hội thích,"あ_う, カイ, エ",Hai(二)chúng ta sẽ gặp nhau trong một ngôi nhà.
耳,みみ,tai,nhĩ,"みみ, ジ",Đây là thể hiện của một cái tai
初耳,はつみみ,mới đến,sơ nhĩ,"みみ, ジ",Đây là thể hiện của một cái tai
耳かき,みみかき,cái lấy ráy tai,nhĩ,"みみ, ジ",Đây là thể hiện của một cái tai
耳鳴り,みみなり,tiếng ù tai,nhĩ minh,"みみ, ジ",Đây là thể hiện của một cái tai
耳鼻科,じびか,tai mũi họng,nhĩ tị khoa,"みみ, ジ",Đây là thể hiện của một cái tai
聞く,きく,nghe,văn,"き_く, ブン, モン",Một  người đang nghe ở cái cổng(門) với tai của họ(耳).
聞こえる,きこえる,nghe,văn,"き_く, ブン, モン",Một  người đang nghe ở cái cổng(門) với tai của họ(耳).
新聞,しんぶん,báo,tân văn,"き_く, ブン, モン",Một  người đang nghe ở cái cổng(門) với tai của họ(耳).
聞き取る,ききとる,catch,văn thủ,"き_く, ブン, モン",Một  người đang nghe ở cái cổng(門) với tai của họ(耳).
前代未聞,ぜんだいみもん,chưa từng có,tiền đại vị văn,"き_く, ブン, モン",Một  người đang nghe ở cái cổng(門) với tai của họ(耳).
言う,いう,nói,ngôn,"い_う, こと, ゲン, ゴン",Bạn nói một vài thứ với cái miệng (口) của bạn
言葉,けとば,cách diễn đạt,ngôn diệp,"い_う, こと, ゲン, ゴン",Bạn nói một vài thứ với cái miệng (口) của bạn
一言,いちげん,lời,nhất ngôn,"い_う, こと, ゲン, ゴン",Bạn nói một vài thứ với cái miệng (口) của bạn
伝言,つてこと,thông điệp,truyền ngôn,"い_う, こと, ゲン, ゴン",Bạn nói một vài thứ với cái miệng (口) của bạn
方言,ほうげん,thổ ngữ,phương ngôn,"い_う, こと, ゲン, ゴン",Bạn nói một vài thứ với cái miệng (口) của bạn
予言,かねごと,lời tiên tri,dữ ngôn,"い_う, こと, ゲン, ゴン",Bạn nói một vài thứ với cái miệng (口) của bạn
言語学,げんごがく,ngôn ngữ học,ngôn ngữ học,"い_う, こと, ゲン, ゴン",Bạn nói một vài thứ với cái miệng (口) của bạn
言い訳,いいわけ,cớ,ngôn dịch,"い_う, こと, ゲン, ゴン",Bạn nói một vài thứ với cái miệng (口) của bạn
話す,はなす,nói,thoại,"はな_す, ハ",Mọi người nói sử dụng một nghìn(千) từ.
話,はなし,câu chuyện,thoại,"はな_す, ハ",Mọi người nói sử dụng một nghìn(千) từ.
会話,かいわ,đàm thoại,hội thoại,"はな_す, ハ",Mọi người nói sử dụng một nghìn(千) từ.
電話,でんわ,điện thoại,điện thoại,"はな_す, ハ",Mọi người nói sử dụng một nghìn(千) từ.
世話,せわ,chăm sóc,thế thoại,"はな_す, ハ",Mọi người nói sử dụng một nghìn(千) từ.
話題,わだい,chủ đề,thoại đề,"はな_す, ハ",Mọi người nói sử dụng một nghìn(千) từ.
話し合う,はなしあう,bàn luận,thoại hợp,"はな_す, ハ",Mọi người nói sử dụng một nghìn(千) từ.
手話,しゅわ,ngôn ngữ cử chỉ,thủ thoại,"はな_す, ハ",Mọi người nói sử dụng một nghìn(千) từ.
立つ,たつ,đứng,lập,"た_つ, リツ, リュウ",Đây là thể hiện của một người đang đứng
役に立つ,やくにたつ,giúp,dịch lập,"た_つ, リツ, リュウ",Đây là thể hiện của một người đang đứng
目立つ,めだつ,đáng chú ý,mục lập,"た_つ, リツ, リュウ",Đây là thể hiện của một người đang đứng
国立大学,こくりつだいがく,đại học quốc gia,quốc lập đại học,"た_つ, リツ, リュウ",Đây là thể hiện của một người đang đứng
立派,りっぱ,tốt,lập phái,"た_つ, リツ, リュウ",Đây là thể hiện của một người đang đứng
建立,けんりつ,lắp máy,kiến lập,"た_つ, リツ, リュウ",Đây là thể hiện của một người đang đứng
待つ,まつ,đợi,đãi,"ま_つ, タイ",Tôi sẽ đợi bạn trên con đường ở phía trước ngôi đền(寺)
招待する,しょうたいする,mời,chiêu đãi,"ま_つ, タイ",Tôi sẽ đợi bạn trên con đường ở phía trước ngôi đền(寺)
待合室,まちあいしつ,phòng chờ,đãi hợp thất,"ま_つ, タイ",Tôi sẽ đợi bạn trên con đường ở phía trước ngôi đền(寺)
待ち合わせる,まちあわせる,gặp,đãi hợp,"ま_つ, タイ",Tôi sẽ đợi bạn trên con đường ở phía trước ngôi đền(寺)
期待する,きたいする,chờ đợi,kì đãi,"ま_つ, タイ",Tôi sẽ đợi bạn trên con đường ở phía trước ngôi đền(寺)
待望,たいぼう,hy vọng,đãi vọng,"ま_つ, タイ",Tôi sẽ đợi bạn trên con đường ở phía trước ngôi đền(寺)
周り,まわり,vùng lân cận,chu,"まわ_り, シュウ",Những gì bạn ăn sẽ trở về với đất (土). Tất cả mọi thứ theo vòng  tuần hoàn b&gt;
周辺,しゅうへん,chu vi,chu biên,"まわ_り, シュウ",Những gì bạn ăn sẽ trở về với đất (土). Tất cả mọi thứ theo vòng  tuần hoàn b&gt;
周期,しゅうき,thời gian,chu kì,"まわ_り, シュウ",Những gì bạn ăn sẽ trở về với đất (土). Tất cả mọi thứ theo vòng  tuần hoàn b&gt;
世界一周,せかいいっしゅう,vòng quanh thế giới,thế giới nhất chu,"まわ_り, シュウ",Những gì bạn ăn sẽ trở về với đất (土). Tất cả mọi thứ theo vòng  tuần hoàn b&gt;
一周年,いっしゅうねん,kỷ niệm đầu tiên,nhất chu niên,"まわ_り, シュウ",Những gì bạn ăn sẽ trở về với đất (土). Tất cả mọi thứ theo vòng  tuần hoàn b&gt;
今週,こんしゅう,tuần này,kim chu,", シュウ",Mất một tuần để đi hết(周) con đường này.
来週,らいしゅう,tuần tới,lai chu,", シュウ",Mất một tuần để đi hết(周) con đường này.
先週,せんしゅう,tuần trước,tiên chu,", シュウ",Mất một tuần để đi hết(周) con đường này.
毎週,まいしゅう,hàng tuần,mỗi chu,", シュウ",Mất một tuần để đi hết(周) con đường này.
一週間,いっしゅうかん,một tuần,nhất chu gian,", シュウ",Mất một tuần để đi hết(周) con đường này.
週末,しゅうまつ,cuối tuần,chu mạt,", シュウ",Mất một tuần để đi hết(周) con đường này.
週刊,しゅうかん,hàng tuần,chu san,", シュウ",Mất một tuần để đi hết(周) con đường này.
大きい,おおきい,lớn,đại,"おお_きい, ダイ, タイ","Khi bạn căng chân tay của bạn, bạn nhìn  lớn  b&gt;"
大学,だいがく,trường đại học,đại học,"おお_きい, ダイ, タイ","Khi bạn căng chân tay của bạn, bạn nhìn  lớn  b&gt;"
大学生,だいがくせい,sinh viên,"đại học sanh,sinh","おお_きい, ダイ, タイ","Khi bạn căng chân tay của bạn, bạn nhìn  lớn  b&gt;"
大人,おとな,người lớn,đại nhân,"おお_きい, ダイ, タイ","Khi bạn căng chân tay của bạn, bạn nhìn  lớn  b&gt;"
大好きな,だいすきな,yêu thích,đại hảo,"おお_きい, ダイ, タイ","Khi bạn căng chân tay của bạn, bạn nhìn  lớn  b&gt;"
大使館,たいしかん,tòa đại sứ,đại sử quán,"おお_きい, ダイ, タイ","Khi bạn căng chân tay của bạn, bạn nhìn  lớn  b&gt;"
大切な,たいせつな,quan trọng,đại thiết,"おお_きい, ダイ, タイ","Khi bạn căng chân tay của bạn, bạn nhìn  lớn  b&gt;"
大家,おおや,địa chủ,đại gia,"おお_きい, ダイ, タイ","Khi bạn căng chân tay của bạn, bạn nhìn  lớn  b&gt;"
小さい,ちいさい,nhỏ,tiểu,"こ, お, ちい_さい, ショオ","Khi bạn uốn cong chân tay của bạn, bạn nhìn  nhỏ  b&gt;"
小学生,しょうがくせい,học sinh tiểu học,"tiểu học sanh,sinh","こ, お, ちい_さい, ショオ","Khi bạn uốn cong chân tay của bạn, bạn nhìn  nhỏ  b&gt;"
小学校,しょうがっこう,trường tiểu học,tiểu học giáo,"こ, お, ちい_さい, ショオ","Khi bạn uốn cong chân tay của bạn, bạn nhìn  nhỏ  b&gt;"
小説,しょうせつ,tiểu thuyết,tiểu thuyết,"こ, お, ちい_さい, ショオ","Khi bạn uốn cong chân tay của bạn, bạn nhìn  nhỏ  b&gt;"
小包,こづつみ,bưu kiện,tiểu bao,"こ, お, ちい_さい, ショオ","Khi bạn uốn cong chân tay của bạn, bạn nhìn  nhỏ  b&gt;"
小麦,こむぎ,lúa mì,tiểu mạch,"こ, お, ちい_さい, ショオ","Khi bạn uốn cong chân tay của bạn, bạn nhìn  nhỏ  b&gt;"
小川,おがわ,lạch nhỏ,tiểu xuyên,"こ, お, ちい_さい, ショオ","Khi bạn uốn cong chân tay của bạn, bạn nhìn  nhỏ  b&gt;"
高い,たかい,cao,cao,"たか, たか_まる, コオ",Có một tòa tháp cao trên một ngôi nhà.
高校,こうこう,trung học,cao giáo,"たか, たか_まる, コオ",Có một tòa tháp cao trên một ngôi nhà.
高校生,こうこうせい,học sinh trung học,"cao giáo sanh,sinh","たか, たか_まる, コオ",Có một tòa tháp cao trên một ngôi nhà.
最高,さいこう,cao nhất,tối cao,"たか, たか_まる, コオ",Có một tòa tháp cao trên một ngôi nhà.
高級,こうきゅう,cao cấp,cao cấp,"たか, たか_まる, コオ",Có một tòa tháp cao trên một ngôi nhà.
高める,たかめる,nâng cao,cao,"たか, たか_まる, コオ",Có một tòa tháp cao trên một ngôi nhà.
円高,えんだか,yen mạnh,viên cao,"たか, たか_まる, コオ",Có một tòa tháp cao trên một ngôi nhà.
残高,ざんだか,balance,tàn cao,"たか, たか_まる, コオ",Có một tòa tháp cao trên một ngôi nhà.
安い,やすい,rẻ,an,"やす_い, やす_らか(な), アン",Người phụ nữ(女) trở nên rẻ mạt  trong ngôi nhà
安心する,あんしんする,hãy yên tâm,an tâm,"やす_い, やす_らか(な), アン",Người phụ nữ(女) trở nên rẻ mạt  trong ngôi nhà
安全,あんぜん,sự an toàn,an toàn,"やす_い, やす_らか(な), アン",Người phụ nữ(女) trở nên rẻ mạt  trong ngôi nhà
不安な,ふあんな,khó chịu,bất an,"やす_い, やす_らか(な), アン",Người phụ nữ(女) trở nên rẻ mạt  trong ngôi nhà
安定,あんてい,tính ổn định,an định,"やす_い, やす_らか(な), アン",Người phụ nữ(女) trở nên rẻ mạt  trong ngôi nhà
安易な,あんいな,easy,an dịch,"やす_い, やす_らか(な), アン",Người phụ nữ(女) trở nên rẻ mạt  trong ngôi nhà
目安,めやす,dấu hiệu,mục an,"やす_い, やす_らか(な), アン",Người phụ nữ(女) trở nên rẻ mạt  trong ngôi nhà
円安,えんやす,yen yếu,viên an,"やす_い, やす_らか(な), アン",Người phụ nữ(女) trở nên rẻ mạt  trong ngôi nhà
新しい,あたらしい,mới,tân,"あたら_しい, シン","Để bắt đầu một cái gì đó  mới  b&gt;, bạn đứng lên (立), và chặt gỗ (木) với một cái rìu."
新聞,しんぶん,báo,tân văn,"あたら_しい, シン","Để bắt đầu một cái gì đó  mới  b&gt;, bạn đứng lên (立), và chặt gỗ (木) với một cái rìu."
新幹線,しんかんせん,tàu cao tốc,tân cán tuyến,"あたら_しい, シン","Để bắt đầu một cái gì đó  mới  b&gt;, bạn đứng lên (立), và chặt gỗ (木) với một cái rìu."
新年,しんねん,năm mới,tân niên,"あたら_しい, シン","Để bắt đầu một cái gì đó  mới  b&gt;, bạn đứng lên (立), và chặt gỗ (木) với một cái rìu."
新鮮な,しんせんな,tươi,tân tiên,"あたら_しい, シン","Để bắt đầu một cái gì đó  mới  b&gt;, bạn đứng lên (立), và chặt gỗ (木) với một cái rìu."
新たな,あらたな,tươi,tân,"あたら_しい, シン","Để bắt đầu một cái gì đó  mới  b&gt;, bạn đứng lên (立), và chặt gỗ (木) với một cái rìu."
新潟,にいがた,niigata,tân tích,"あたら_しい, シン","Để bắt đầu một cái gì đó  mới  b&gt;, bạn đứng lên (立), và chặt gỗ (木) với một cái rìu."
古い,ふるい,cũ,cổ,"ふる_い, コ","Khi bạn nghe một câu chuyện mười(十) lần,nó trở nên cũ"
中古,ちゅうこ,thứ hai tay,trung cổ,"ふる_い, コ","Khi bạn nghe một câu chuyện mười(十) lần,nó trở nên cũ"
古本,こほん,cuốn sách mua lại,cổ bổn,"ふる_い, コ","Khi bạn nghe một câu chuyện mười(十) lần,nó trở nên cũ"
使い古す,つかいふるす,đồ dùng hỏng,sử cổ,"ふる_い, コ","Khi bạn nghe một câu chuyện mười(十) lần,nó trở nên cũ"
考古学,こうこがく,khảo cổ học,khảo cổ học,"ふる_い, コ","Khi bạn nghe một câu chuyện mười(十) lần,nó trở nên cũ"
古代,こだい,cổ đại,cổ đại,"ふる_い, コ","Khi bạn nghe một câu chuyện mười(十) lần,nó trở nên cũ"
古都,こと,vốn cổ,cổ đô,"ふる_い, コ","Khi bạn nghe một câu chuyện mười(十) lần,nó trở nên cũ"
元気な,げんきな,lanh lợi,nguyên khí,"もと, ゲン, ガン","Nếu hai(二) người chạy cạnh nhau,họ sẽ trở nên khỏe hơn"
元日,がんじつ,ngày đầu năm,nguyên nhật,"もと, ゲン, ガン","Nếu hai(二) người chạy cạnh nhau,họ sẽ trở nên khỏe hơn"
足元,あしもと,chân,túc nguyên,"もと, ゲン, ガン","Nếu hai(二) người chạy cạnh nhau,họ sẽ trở nên khỏe hơn"
地元,じもと,địa phương,địa nguyên,"もと, ゲン, ガン","Nếu hai(二) người chạy cạnh nhau,họ sẽ trở nên khỏe hơn"
三次元,さんじげん,ba chiều,tam thứ nguyên,"もと, ゲン, ガン","Nếu hai(二) người chạy cạnh nhau,họ sẽ trở nên khỏe hơn"
元,げん,gốc,nguyên,"もと, ゲン, ガン","Nếu hai(二) người chạy cạnh nhau,họ sẽ trở nên khỏe hơn"
紀元前,きげんぜん,trước công nguyên,kỉ nguyên tiền,"もと, ゲン, ガン","Nếu hai(二) người chạy cạnh nhau,họ sẽ trở nên khỏe hơn"
元気な,げんきな,lanh lợi,nguyên khí,", キ, ケ","Nếu bạn thở nhiều, hơi thở  của bạn  có thể đi ra."
気をつける,きをつける,tôi chăm sóc,khí,", キ, ケ","Nếu bạn thở nhiều, hơi thở  của bạn  có thể đi ra."
天気,てんき,thời tiết,thiên khí,", キ, ケ","Nếu bạn thở nhiều, hơi thở  của bạn  có thể đi ra."
電気,でんき,điện,điện khí,", キ, ケ","Nếu bạn thở nhiều, hơi thở  của bạn  có thể đi ra."
気持ち,きもち,cảm giác,khí trì,", キ, ケ","Nếu bạn thở nhiều, hơi thở  của bạn  có thể đi ra."
人気,じんき,phổ biến,nhân khí,", キ, ケ","Nếu bạn thở nhiều, hơi thở  của bạn  có thể đi ra."
気に入る,きにいる,như,khí nhập,", キ, ケ","Nếu bạn thở nhiều, hơi thở  của bạn  có thể đi ra."
気配,きはい,dấu,khí phối,", キ, ケ","Nếu bạn thở nhiều, hơi thở  của bạn  có thể đi ra."
多い,おおい,nhiều,đa,"おお_い, タ","Có rất nhiều  ""タ。""."
多分,たぶん,có lẽ,đa ,"おお_い, タ","Có rất nhiều  ""タ。""."
多少,たしょう,hơi,đa thiểu,"おお_い, タ","Có rất nhiều  ""タ。""."
滅多に,めったに,hiếm,diệt đa,"おお_い, タ","Có rất nhiều  ""タ。""."
多数決,たすうけつ,nguyên tắc đa số,"đa sổ,số quyết","おお_い, タ","Có rất nhiều  ""タ。""."
多数,たすう,số,"đa sổ,số","おお_い, タ","Có rất nhiều  ""タ。""."
多量,たりょう,số lượng lớn,đa lượng,"おお_い, タ","Có rất nhiều  ""タ。""."
少し,すこし,một chút,thiểu,"すく_ない, すこ_し, ショオ","Khi bạn cắt một thứ nhỏ(小) ,bạn chỉ thu được một ít"
少ない,すくない,ít,thiểu,"すく_ない, すこ_し, ショオ","Khi bạn cắt một thứ nhỏ(小) ,bạn chỉ thu được một ít"
少年,しょうねん,con trai,thiểu niên,"すく_ない, すこ_し, ショオ","Khi bạn cắt một thứ nhỏ(小) ,bạn chỉ thu được một ít"
少女,おとめ,cô gái,thiểu nữ,"すく_ない, すこ_し, ショオ","Khi bạn cắt một thứ nhỏ(小) ,bạn chỉ thu được một ít"
少々,しょうしょう,hơi,thiểu,"すく_ない, すこ_し, ショオ","Khi bạn cắt một thứ nhỏ(小) ,bạn chỉ thu được một ít"
減少,げんしょう,giảm,giảm thiểu,"すく_ない, すこ_し, ショオ","Khi bạn cắt một thứ nhỏ(小) ,bạn chỉ thu được một ít"
少量,しょうりょう,lượng nhỏ,thiểu lượng,"すく_ない, すこ_し, ショオ","Khi bạn cắt một thứ nhỏ(小) ,bạn chỉ thu được một ít"
広い,ひろい,rộng,quảng,"ひろ_い, コオ","""Đây là ngôi nhà của tôi.Rộng,phải không nào?"""
広島,ひろしま,hiroshima,quảng đảo,"ひろ_い, コオ","""Đây là ngôi nhà của tôi.Rộng,phải không nào?"""
広告,こうこく,quảng cáo,quảng cáo,"ひろ_い, コオ","""Đây là ngôi nhà của tôi.Rộng,phải không nào?"""
広場,ひろば,plaza,"quảng tràng,trường","ひろ_い, コオ","""Đây là ngôi nhà của tôi.Rộng,phải không nào?"""
広がる,ひろがる,lan tràn,quảng,"ひろ_い, コオ","""Đây là ngôi nhà của tôi.Rộng,phải không nào?"""
広める,ひろめる,lan tràn,quảng,"ひろ_い, コオ","""Đây là ngôi nhà của tôi.Rộng,phải không nào?"""
広さ,ひろさ,bề ngang,quảng,"ひろ_い, コオ","""Đây là ngôi nhà của tôi.Rộng,phải không nào?"""
背広,せびろ,bộ đồ làm việc,bối quảng,"ひろ_い, コオ","""Đây là ngôi nhà của tôi.Rộng,phải không nào?"""
早い,はやい,sớm,tảo,"はや_い, ソオ, サッ",Thật là sớm khi dậy vào lúc mười(十) giờ ngày chủ nhật(日）.
早い,はやい,sớm,tảo,"はや_い, ソオ, サッ",Thật là sớm khi dậy vào lúc mười(十) giờ ngày chủ nhật(日）.
早く,はやく,sớm,tảo,"はや_い, ソオ, サッ",Thật là sớm khi dậy vào lúc mười(十) giờ ngày chủ nhật(日）.
早口,はやくち,nói nhanh,tảo khẩu,"はや_い, ソオ, サッ",Thật là sớm khi dậy vào lúc mười(十) giờ ngày chủ nhật(日）.
早送り,はやおくり,nhanh chóng chuyển tiếp,tảo tống,"はや_い, ソオ, サッ",Thật là sớm khi dậy vào lúc mười(十) giờ ngày chủ nhật(日）.
早める,はやめる,vội,tảo,"はや_い, ソオ, サッ",Thật là sớm khi dậy vào lúc mười(十) giờ ngày chủ nhật(日）.
早速,さっそく,ngay,tảo tốc,"はや_い, ソオ, サッ",Thật là sớm khi dậy vào lúc mười(十) giờ ngày chủ nhật(日）.
早朝,そうちょう,sáng sớm,tảo triều,"はや_い, ソオ, サッ",Thật là sớm khi dậy vào lúc mười(十) giờ ngày chủ nhật(日）.
長い,ながい,dài,trường,"なが_い, チョオ",Đây là thể hiện của một người với mái tóc dài.
社長,しゃちょう,chủ tịch,xã trường,"なが_い, チョオ",Đây là thể hiện của một người với mái tóc dài.
部長,ぶちょう,người quản lý,bộ trường,"なが_い, チョオ",Đây là thể hiện của một người với mái tóc dài.
身長,しんちょう,chiều cao, trường,"なが_い, チョオ",Đây là thể hiện của một người với mái tóc dài.
長所,ちょうしょ,lợi ích,trường sở,"なが_い, チョオ",Đây là thể hiện của một người với mái tóc dài.
長男,ちょうなん,con trai cả,trường nam,"なが_い, チョオ",Đây là thể hiện của một người với mái tóc dài.
長方形,ちょうほうけい,rectangle,trường phương hình,"なが_い, チョオ",Đây là thể hiện của một người với mái tóc dài.
長さ,ながさ,chiều dài,trường,"なが_い, チョオ",Đây là thể hiện của một người với mái tóc dài.
明るい,あかるい,sáng,minh,"あ_かり, メイ, ミョオ",Khi mặt trời(日) và mặt trăng(月) kết hợp.Nó trở nên sáng
明日,あした,ngày mai,minh nhật,"あ_かり, メイ, ミョオ",Khi mặt trời(日) và mặt trăng(月) kết hợp.Nó trở nên sáng
説明,せつめい,miêu tả,thuyết minh,"あ_かり, メイ, ミョオ",Khi mặt trời(日) và mặt trăng(月) kết hợp.Nó trở nên sáng
証明書,しょうめいしょ,giấy chứng nhận,chứng minh thư,"あ_かり, メイ, ミョオ",Khi mặt trời(日) và mặt trăng(月) kết hợp.Nó trở nên sáng
明後日,あさって,ngày mốt,minh hậu nhật,"あ_かり, メイ, ミョオ",Khi mặt trời(日) và mặt trăng(月) kết hợp.Nó trở nên sáng
打ち明ける,うちあける,tâm sự,đả minh,"あ_かり, メイ, ミョオ",Khi mặt trời(日) và mặt trăng(月) kết hợp.Nó trở nên sáng
明らか,あきらか,trong sáng,minh,"あ_かり, メイ, ミョオ",Khi mặt trời(日) và mặt trăng(月) kết hợp.Nó trở nên sáng
好きな,すきな,ngây thơ,hảo,"この_む, す_く, コオ",Người phụ nữ(女) thích trẻ con(子).
大好きな,だいすきな,yêu thích,đại hảo,"この_む, す_く, コオ",Người phụ nữ(女) thích trẻ con(子).
好み,このみ,sự ưa thích,hảo,"この_む, す_く, コオ",Người phụ nữ(女) thích trẻ con(子).
好む,このむ,thích,hảo,"この_む, す_く, コオ",Người phụ nữ(女) thích trẻ con(子).
お好み焼き,おこのみやき,bánh kếp,hảo thiêu,"この_む, す_く, コオ",Người phụ nữ(女) thích trẻ con(子).
好意,こうい,ủng hộ,hảo ý,"この_む, す_く, コオ",Người phụ nữ(女) thích trẻ con(子).
好感,こうかん,cảm giác tốt,hảo cảm,"この_む, す_く, コオ",Người phụ nữ(女) thích trẻ con(子).
友達,ともだち,người bạn,hữu đạt,"とも, ユウ", Bạn bè  cho nhau một bàn tay giúp đỡ.
友人,ゆうじん,người bạn,hữu nhân,"とも, ユウ", Bạn bè  cho nhau một bàn tay giúp đỡ.
親友,しんゆう,bạn thân,thân hữu,"とも, ユウ", Bạn bè  cho nhau một bàn tay giúp đỡ.
友情,ゆうじょう,tình bạn,hữu tình,"とも, ユウ", Bạn bè  cho nhau một bàn tay giúp đỡ.
友好,ゆうこう,tình bạn,hữu hảo,"とも, ユウ", Bạn bè  cho nhau một bàn tay giúp đỡ.
入る,いる,vào,nhập,"い_る, はい_る, ニュウ",Một người đang chui vào cái lều.
入れる,いれる,đặt vào,nhập,"い_る, はい_る, ニュウ",Một người đang chui vào cái lều.
入り口/入口,いりくち/いりぐち,lối vào/lối vào,nhập khẩu nhập khẩu,"い_る, はい_る, ニュウ",Một người đang chui vào cái lều.
入学する,にゅうがくする,đăng ký học,nhập học,"い_る, はい_る, ニュウ",Một người đang chui vào cái lều.
入院する,にゅういんする,nhập viện,nhập viện,"い_る, はい_る, ニュウ",Một người đang chui vào cái lều.
気に入る,きにいる,như,khí nhập,"い_る, はい_る, ニュウ",Một người đang chui vào cái lều.
輸入,しゅにゅう,nhập khẩu,thâu nhập,"い_る, はい_る, ニュウ",Một người đang chui vào cái lều.
収入,しゅうにゅう,lợi tức,"thu,thâu nhập","い_る, はい_る, ニュウ",Một người đang chui vào cái lều.
出る,でる,rời khỏi,xuất,"で_る, だ_す, シュツ, スイ",Ra b&gt; là theo lối này.
出かける,でかける,đi ra,xuất,"で_る, だ_す, シュツ, スイ",Ra b&gt; là theo lối này.
出す,だす,đặt ra,xuất,"で_る, だ_す, シュツ, スイ",Ra b&gt; là theo lối này.
出口,でぐち,lối ra,xuất khẩu,"で_る, だ_す, シュツ, スイ",Ra b&gt; là theo lối này.
