Chồng tôi và tôi thì luôn là hai (二) người (人) bên nhau.,"夫(phu) - otto, fu, fuu",夫,"おっと, フ, フウ",chồng,phu,13
Người phụ nữ (女) đang nắm giữ một cây chổi là  vợ của tôi ,"妻(thê) - tsuma, sai",妻,"つま, サイ",vợ,thê,13
Người đàn ông với cái mũ là ông chủ(người chủ).,"主(chủ) - meshi, omo(na), shu, su",主,"めし, おも(な), シュ, ス","chính,chủ",chủ,13
Người chủ(主) sống với một vài người,"住(trú, trụ) - su_mu, juu",住,"す_む, ジュウ",sống,"trú, trụ",13
Đây là hình dạng của các đường thẳng   trên một máy in.,"糸(mịch) - ito, shi",糸,"いと, シ","sợi dây,đường thằng,chủ đề",mịch,13
Họ tên b&gt; của tôi thì trên thẻ tên.,"氏(thị) - uji, shi",氏,"うじ, シ",họ tên,thị,13
"Viết tên họ của bạn (氏) trên giấy   b&gt;, và đưa các chủ đề (糸) thông qua.","紙(chỉ) - kami, shi",紙,"かみ, シ",giấy,chỉ,13
Một người già đang dạy một đứa trẻ(子).,"教(giáo) - oshi_eru, kyoo",教,"おし_える, キョオ",dạy,giáo,14
Tôi ở trong phòng của tôi vào thứ bảy (土).,"室(thất) - muro, shitsu",室,"むろ, シツ",phòng,thất,14
Đây là hình dạng của đôi cánh,"羽(vũ) - hane, u",羽,"はね, ウ",đôi cánh,vũ,14
Chim vỗ cánh (羽) trên một tòa nhà màu trắng (白) và  học  để bay.,"習(tập) - nara_u, shuu",習,"なら_う, シュウ",học,tập,14
Người chồng(夫)Trung Quốc băng qua sông với cỏ trên đầu ,"漢(hán) - , kan",漢,", カン",người trung quốc,hán,14
Đứa trẻ(子) học chữ trong nhà.,"字(tự) - aza, ji",字,"あざ, ジ","chữ,kí tự",tự,14
Đây là   lễ cưới của tôi,"式(thức) - , shiki",式,", シキ","lễ,phong cách",thức,14
"Tại lễ (式): ""Bạn sẽ theo anh ta miễn là  cả hai sẽ sống bên nhau"" tôi đã nói (言) ""Tôi sẽ  cố gắng ""","試(thí) - kokoro_miru, tame_su, shi",試,"こころ_みる, ため_す, シ",cố gắng,thí,14
"Trước khi trèo lên núi,một người(人) đã luyện tập con ngựa(馬).","験(nghiệm) - , ken, gen",験,", ケン, ゲン",kiểm tra,nghiệm,14
Nhà trọ  này có thể phục vụ 100 (百) người.,"宿(túc) - yado, shuku",宿,"やど, シュク",nhà trọ,túc,14
Các nhà báo tìm một  chủ đề  sử dụng đầu của họ (头) và chân (足).,"題(đề) - , dai",題,", ダイ",chủ đề,đề,14
Một mô hình trên chiếc bình cũ đã trở thành một  nhân vật ,"文(văn) - fumi, bun, mon",文,"ふみ, ブン, モン","kí tự,nhân vật",văn,14
Người đàn ông ở trung tâm (央) là một anh hùng (người tuyệt vời ) sinh ra từ phong trào quần chúng.,"英(anh) - , ei",英,", エイ",tuyệt vời,anh,14
Tôi cắt một vỏ lớn (贝) với hai cái rìu và kiểm tra  chất lượng b&gt; của nó ,"質(chất) - , shitsu, shichi, chi",質,", シツ, シチ, チ",chất lượng,chất,14
"Ở cái cổng(門),tôi hỏi những câu hỏi","問(vấn) - to_u, ton, mon",問,"と_う, とん, モン",câu hỏi,vấn,14
Anh trai tôi (兄) đang  giải thích ,"説(thuyết) - to_ku, setsu, zei",説,"と_く, セツ, ゼイ",giải thích,thuyết,14
"Vào thứ bày(土),tôi đi xa.","遠(viễn) - too_i, en, on",遠,"とお_い, エン, オン",xa,viễn,15
Chặt cây bằng rìu và điểm đến của bạn sẽ trở nên  gần hơn,"近(cận) - chika_i, kin",近,"ちか_い, キン",gần,cận,15
Mỗi người  phát triển qua mỗi ngày(日).,"者(giả) - mono, sha",者,"もの, シャ",người,giả,15
Một người(人) đứng dưới mặt trời(日) cảm thấy nóng,"暑(thử) - atsu_i, sho",暑,"あつ_い, ショ",nóng,thử,15
Một nghìn(千) quyển sách thì nặng,"重(trọng, trùng) - omo_i, kasa_naru, juu, choo",重,"おも_い, かさ_なる, ジュウ, チョオ",nặng,"trọng, trùng",15
Đèn ô tô(車) sẽ bật nếu bạn đẩy nó bằng tay của bạn,"軽(khinh) - karu_i, kei",軽,"かる_い, ケイ",đèn,khinh,15
"""Tại sao tôi lại bị gạch chân họ tên (氏)của tôi?"". ""Bởi vì mức của bạn là  thấp  b&gt;""","低(đê) - hiku_i, tei",低,"ひく_い, テイ",thấp,đê,15
Những con chim nhỏ thì yếu,"弱(nhược) - yowa_i, jaku",弱,"よわ_い, ジャク",yếu,nhược,15
Cảm xúc  tồi tệ  b&gt;trong trái tim của họ (心).,"悪(ác, ố) - waru_i, aku, o",悪,"わる_い, アク, オ","tồi,kém","ác, ố",15
Ở trong bóng tối và bạn có thể nghe thấy âm thanh(音).,"暗(ám) - kura_i, an",暗,"くら_い, アン",tối,ám,15
Đây là một bản ghi dày ,"太(thái) - futo_i, tai, ta",太,"ふと_い, タイ, タ",dày,thái,15
Nó là một cái cốc có chứa những hạt đậu,"豆(đậu) - mame, too, zu",豆,"まめ, トオ, ズ",hạt đậu,đậu,15
Mũi tên (矢) và hạt đậu (豆) thì đều  ngắn  b&gt;,"短(đoản) - mijika_i, tan",短,"みじか_い, タン",ngắn,đoản,15
Đây là hình dạng của tia  ánh sáng  b&gt;,"光(quang) - hika_ru, koo",光,"ひか_る, コオ",ánh sáng,quang,15
Con bọ (虫) đang tránh  gió  dưới cái lá,"風(phong) - kaze, fuu, fu",風,"かぜ, フウ, フ",gió,phong,15
Một chiếc xe (车)  vận chuyển  một tấm nệm.,"運(vận) - hako_bu, un",運,"はこ_ぶ, ウン",vận chuyển,vận,16
Người đàn ông di chuyển những quyển sách nặng(重) với sức mạnh(力) của ông ấy,"動(động) - ugo_ku, doo",動,"うご_く, ドオ",di chuyển,động,16
Đèn giao thông thì đỏ.Dừng lại,"止(chỉ) - to_maru, shi",止,"と_まる, シ",dừng,chỉ,16
Dừng(止) một chút(少) và sau đó đi bộ lại.,"歩(bộ) - aru_ku, ayu_mu, ho, bu, fu",歩,"ある_く, あゆ_む, ホ, ブ, フ",đi bộ,bộ,16
Anh ấy sử dụng con người,"使(sử, sứ) - tsuka_u, shi",使,"つか_う, シ",sử dụng,"sử, sứ",16
Có người gửi tôi một món quà,"送(tống) - oku_ru, soo",送,"おく_る, ソオ",gửi,tống,16
Bác sĩ(先生) đi rửa tay của ông ấy.,"洗(tiển) - ora_u, sen",洗,"おら_う, セン",giặt,tiển,16
"""Đồng ý.nếu tôi vội vàng,tôi vẫn sẽ ổn""","急(cấp) - iso_gu, kyuu",急,"いそ_ぐ, キュウ","vội vàng,hấp tấp",cấp,16
Hai người mở cái cổng(門).,"開(khai) - hi_raku, kai",開,"ひ_らく, カイ", mở,khai,16
Một người đóng cái cổng(門).,"閉(bế) - to_jiru, shi_meru, hei",閉,"と_じる, し_める, ヘイ",đóng,bế,16
Tôi đã đóng dấu,"押(áp) - o_su, o_saeru, oo",押,"お_す, お_さえる, オオ","đóng,đẩy",áp,16
Đây là một cung (弓) và một cái dây.Nó là cái dây mà bạn sẽ kéo ,"引(dẫn) - hi_ku, hi_keru, in",引,"ひ_く, ひ_ける, イン",kéo,dẫn,16
"Trên cánh đồng(田),tôi nghĩ về người tôi yêu từ trái tim(心).","思(tư) - omo_u, shi",思,"おも_う, シ",nghĩ,tư,16
Một cái mồm(口) rộng(大)  biết mọi thứ.,"知(tri) - shi_ru, chi",知,"し_る, チ",biết,tri,16
Tôi nghĩ về nguyên nhân con người trở nên già(老).,"考(khảo) - kanga_eru, koo",考,"かんが_える, コオ",nghĩ,khảo,16
"""Có cuốn tiểu thuyết Chết ở Tahiti(タヒチ) không?"".""Không.""","死(tử) - shinu, shi",死,"しぬ, シ",chết,tử,16
Một  bác sĩ  chữa trị cho một  bệnh nhân bị thương với một mũi tên (矢).,"医(y) - , i",医,", イ",bác sĩ,y,17
"Khi tôi  bắt đầu  bài phát biểu của tôi trên một giá đỡ (立), một người phụ nữ (女) đã lắng nghe.","始(thủy) - haji_meru, shi",始,"はじ_める, シ",bắt đầu,thủy,17
"Mối quan hệ của chúng tôi kéo dài trong một thời gian dài như một sợi dây (糸), nhưng nó đã  kết thúc  trong mùa đông (冬).","終(chung) - o_waru, shuu",終,"お_わる, シュウ","kết thúc,cuối",chung,17
Đây là hình dạng của một vách đá và một hòn đá,"石(thạch) - ishi, seki, shaku, koku",石,"いし, セキ, シャク, コク",đá,thạch,17
"Tôi  đánh bóng  một hòn đá (石), cái nằm trên một chiếc ghế.","研(nghiên) - to_gu, ken",研,"と_ぐ, ケン",đánh bóng,nghiên,17
Tôi đã nghiên cứu trong ngôi nhà của tôi được chín(九) năm.,"究(cứu) - sawa_meru, kyuu",究,"さわ_める, キュウ",tìm hiểu,cứu,17
"Tôi sẽ  ở trên đồng(田),và gặt lúa với một cái dao(刀).","留(lưu) - to_meru, ryuu, ru",留,"と_める, リュウ, ル","ở,sống",lưu,17
"Mặt trăng(月) thì tồn tại,nhưng không ai có thể chạm vào nó","有(hữu) - a_ru, yuu, u",有,"あ_る, ユウ, ウ",tồn tại,hữu,17
Tôi  sản xuất  rau trên cánh đồng của tôi.,"産(sản) - u_mu, san",産,"う_む, サン","sản xuất,trồng trọt",sản,17
Tôi giữ những con cừu (羊) ở trong hàng rào.Nó là  công việc  của tôi.,"業(nghiệp) - waza, gyoo, goo",業,"わざ, ギョオ, ゴオ","công việc,kinh doanh",nghiệp,17
Uống những viên thuốc  thảo dược này để cảm thấy tốt hơn.Rồi chúng ta hãy vui chơi (楽).,"薬(dược) - kusuri, yaku",薬,"くすり, ヤク",thuốc,dược,17
Mọi người di chuyển(動) và làm việc,"働(động) - hatara_ku, doo",働,"はたら_く, ドオ",làm việc,động,17
Một người trả tiền và được một thẻ thành viên  tàu.,"員(viên) - , in",員,", イン",thành viên,viên,17
"Mười một (十一) samurai,  chiến binh ","士(sĩ) - , shi",士,", シ","chiến binh,đấu sĩ",sĩ,17
Một võ sĩ (士)  phục vụ  chủ mình.,"仕(sĩ) - tsuka_eru, shi, ji",仕,"つか_える, シ, ジ",phục vụ,sĩ,17
Tôi sẽ viết ra mọi thứ để làm,"事(sự) - koto, ji, zu",事,"こと, ジ, ズ","điều,thứ",sự,17
Có ai đó đang vẽ.Nó giống như là  ツ và メ,"図(đồ) - haka_ru, zu, to",図,"はか_る, ズ, ト",vẽ,đồ,18
Một  viên chức chính phủ  thì làm  trong một ngôi nhà lớn.,"官(quan) - , kan",官,", カン","công chức,viên chức chính phủ",quan,18
Quan chức chính phủ (庁) ăn (食) trong trong tòa nhà này,"館(quán) - , kan",館,", カン",tòa nhà,quán,18
Hai mươi mốt ngày (日) trước đây là một thời gian dài ,"昔(tích) - mukashi, seki, shaku",昔,"むかし, セキ, シャク",thời gian dài,tích,18
"Cách đây một thời gian(昔),tôi đã mượn một vài thứ từ một vài người","借(tá) - ka_riru, shaku",借,"か_りる, シャク",mượn,tá,18
"""Tôi sẽ thay đổi vị trí của bạn""","代(đại) - yo, ka_eru, shiro, dai, tai",代,"よ, か_える, しろ, ダイ, タイ",chuyển đổi,đại,18
"Thay vì (代) anh ấy, tôi sẽ  cho vay bạn tiền (cho bạn vay tiền)","貸(thải) - kasu, tai",貸,"かす, タイ","cho vay,cho mượn",thải,18
"Trong vùng  đất  này, có một con bọ cạp dưới đất (土).","地(địa) - , chi, ji",地,", チ, ジ",đất,địa,18
"Chữ hiragana せ giống như là せかい(thế giới),được làm từ chữ kanji này.","世(thế) - yo, sei, se",世,"よ, セイ, セ",thế giới,thế,18
Có một ranh giới   giữa ruộng lúa của bạn (田) và của tôi.,"界(giới) - , kai",界,", カイ","danh giới,bờ",giới,18
Tay của bạn sẽ cảm thấy ấm áp hơn khi 21 độ trong một ngôi nhà,"度(độ) - tabi, do, to, taku",度,"たび, ド, ト, タク",độ,độ,18
Những thứ này thì  quay xung quanh ,"回(hồi) - mawa_ru, kai, e",回,"まわ_る, カイ, エ",quay xung quanh,hồi,18
Đây là hàng rào mà chúng ta  sử dụng ,"用(dụng) - mochi_iru, yoo",用,"もち_いる, ヨオ",sử dụng,dụng,18
Con người có một miệng (口) và họ tên (氏).,"民(dân) - tami, min",民,"たみ, ミン",người,dân,18
"""Hãy cẩn thận, đừng  đổ  nước vào người ông chủ (主)"".","注(chú) - soso_gu, chuu",注,"そそ_ぐ, チュウ",đổ,chú,18
Lắng nghe âm thanh(音) của trái tim(心) để biết suy nghĩ của bạn,"意(ý) - , i",意,", イ",suy nghĩ,ý,18
 Đầu  tôi trông giống như một hạt đậu (豆),"頭(đầu) - atama, kashira, too, zu, to",頭,"あたま, かしら, トオ, ズ, ト",đầu,đầu,19
"Khi ông mất chiếc mũ của mình ra khỏi đầu mình, bạn sẽ tìm thấy những vết sẹo trên khuôn mặt","顔(nhan) - kao, gan",顔,"かお, ガン",mặt,nhan,19
"Một võ sĩ đạo (武) cất  tiếng nói  ""ko-e (コエ)"" ở cửa.","声(thanh) - koe, kowa, sei, shoo",声,"こえ, こわ, セイ, ショオ","giọng nói,hô",thanh,19
Trái tim tôi (心) thì  buồn  b&gt; vì chàng trai ở phía sau quầy bar.,"悲(bi) - kana_shii, hi",悲,"かな_しい, ヒ",buồn,bi,22
Những con bò(牛) là  những động vật đặc biệt ở các đền (寺) Hindu,"特(đặc) - , toku,toh!",特,", トク、トッ",đặc biệt,đặc,19
Chúng tôi  chia thịt với một con dao  thành 10.000 (万) miếng.,"別(biệt) - waka_reru, betsu",別,"わか_れる, ベツ","chia,tách",biệt,19
Đây là thể hiện của cây tre,"竹(trúc) - take, chiku",竹,"たけ, チク",tre,trúc,19
Một cái hộp  và cái  nắp  phù hợp  tốt.,"合(hợp) - a_u, goo, gaxtsu, kah!",合,"あ_う, ゴオ, ガッ, カッ","vừa,phù hợp",hợp,19
 Câu trả lời của chúng tôi phù hợp (会) giống như là cái hộp tre (竹) và nắp của nó.,"琴(cầm) - koto, kin",琴,"こと, キン",câu trả lời,cầm,19
Là đúng khi dừng(止) ở đèn đỏ,"正(chính) - tada_shii, masa, sei, shoo",正,"ただ_しい, まさ, セイ, ショオ","đúng,phải",chính,19
Những người đến ở và những người đi ra ngoài đều  sử dụng  cùng  b&gt; một cái cửa ,"同(đồng) - ona_ji, doo",同,"おな_じ, ドオ","cùng,tương tự",đồng,19
"""Hãy  đo thời gian bằng cách đếm.""","計(kê, kế) - haka_ru, kei",計,"はか_る, ケイ",đo đạc,"kê, kế",19
Những ngôi nhà được xây dựng trên ngọn đồi nhỏ (小)  và nó trở thành   thủ đô,"京(kinh) - , kyoo, kei",京,", キョオ, ケイ",thủ đô,kinh,19
Chim tụ họp trên cây,"集(tập) - atsu_maru, tsudo_u, shuu",集,"あつ_まる, つど_う, シュウ",tụ họp,tập,19
Nó thì không T(đúng).,"不(bất) - , fu, bu",不,", フ, ブ",chưa,bất,19
"Nếu thư đến trong một ngày (日), như thế thì thuận tiện ","便(tiện) - tayo_ri, ben, bin",便,"たよ_り, ベン, ビン",thuận tiện,tiện,19
Đây là vạch xuất phát,"以(dĩ) - , i",以,", イ",điểm xuất phát,dĩ,19
Đất(土) đai tốt và ánh mặt trời(日).Hãy lựa chọn địa điểm này,"場(trường) - ba, joo",場,"ば, ジョオ",địa điểm,trường,20
Đây là thể hiện của một cái cửa,"戸(hộ) - to, ko",戸,"と, コ",cửa,hộ,20
Một trăm triệu người có những suy nghĩ(意) khác nhau.,"億(ức) - , oku",億,", オク",trăm triệu,ức,28
Tôi đánh dấu cửa (戸) với một cái rìu để chỉ ra. Đây là một địa điểm ,"所(sở) - tokoro, sho",所,"ところ, ショ",địa điểm,sở,20
Mọi người cần đất (土) và một  mái nhà ,"屋(ốc) - ya, oku",屋,"や, オク",mái nhà,ốc,20
Nó là một cái  phòng  lớn  trên đất (土).,"堂(đường) - , doo",堂,", ドオ","phòng,lâu đài",đường,20
"Tại trạm xe buýt, một người (者) đang chờ một chiếc xe buýt của đô thị lớn","都(đô) - miyako, to, tsu",都,"みやこ, ト, ツ","đô thị,trung tâm lớn",đô,20
Chính phủ giữ một mắt (目) trên cái quận  nhỏ (小) ,"県(huyện) - , ken",県,", ケン","quận,huyện",huyện,20
Khu b&gt; này được chia thành ba bức tường và hai con đường.,"区(khu) - , ku",区,", ク","vùng,miền,khu",khu,20
Có một con tôm trong ao ,"池(trì) - ike, chi",池,"いけ, チ",ao,trì,20
Con người bắt đầu đi bộ với hai chân,"発(phát) - , hatsu, hotsu",発,", ハツ, ホツ",bắt đầu,phát,20
"Trước khi xây dựng nó,bạn phải viết(書) một vài thứ và vẽ ra một bản kế hoạch","建(kiến) - ta_teru, ken, kon",建,"た_てる, ケン, コン",xây dựng,kiến,20
Bò (牛) và cáo đều là những vật sống,"物(vật) - mono, butsu, motsu",物,"もの, ブツ, モツ",đồ vật,vật,20
Đây là thể hiện của ba sản phẩm,"品(phẩm) - shina, hin",品,"しな, ヒン",sản phẩm,phẩm,20
Hai người đang đi du lịch   theo  hướng dẫn của một lá cờ.,"旅(lữ) - tabi, ryo",旅,"たび, リョ",du lịch,lữ,20
Tôi vượt qua hàng rào để thay đổi,"通(thông) - too_ru, kayo_u, tsuu, tsu",通,"とお_る, かよ_う, ツウ, ツ","vượt qua, thay thế",thông,20
Con chim đang lớn lên,"進(tiến) - susu_mu, shin",進,"すす_む, シン","lớn lên,tiến lên",tiến,20
Tôi  cuộn người mình,"丸(hoàn) - maru_i, gan",丸,"まる_い, ガン","cuộn,vặn",hoàn,21
Tôi cuộn tròn chính mình để giữ hơi ấm thoát ra,"熱(nhiệt) - atsu_i, netsu",熱,"あつ_い, ネツ",hơi nóng,nhiệt,21
Một người run rẩy trong  gió. lạnh ,"冷(lãnh) - tsume_tai, hi_eru, sa_meru, rei",冷,"つめ_たい, ひ_える, さ_める, レイ","lạnh,rét mướt",lãnh,21
Kẹo mật ong ở trong một cái nồi.,"甘(cam) - ama_i, kan",甘,"あま_い, カン","kẹo,ngọt",cam,21
Một người đang uống nước bẩn.,"汚(ô) - kega_su, yogo_su, matana_i, o",汚,"けが_す, よご_す, またな_い, オ",bẩn,ô,21
Nó là một cái cây(木) với hoa quả trên đó,"果(quả) - ha_tasu, ka",果,"は_たす, カ",hoa quả,quả,21
Hãy đập vớ quả trứng,"卵(noãn) - tamago, ran",卵,"たまご, ラン",trứng,noãn,21
Có một cái bánh ở trên đĩa,"皿(mãnh) - sara, bei",皿,"さら, ベイ",đĩa,mãnh,21
Nước tốt sẽ làm nên rượu tốt,"酒(tửu) - sake, shu",酒,"さけ, シュ",rượu,tửu,21
Thức ăn trên đĩa (皿) thì  mặn ,"塩(diêm) - shio, en",塩,"しお, エン",mặn,diêm,21
Tôi  đính kèm  một vài thứ cho một người.,"付(phụ) - tsu_ku, fu",付,"つ_く, フ","thêm,đính kèm",phụ,21
Đây là  một bên  của một cây.,"片(phiến) - kata, hen",片,"かた, ヘン",một bên,phiến,21
Tôi  đốt cháy  b&gt; ba mươi cái gậy.,"焼(thiêu) - ya_ku, shoo",焼,"や_く, ショオ",đốt cháy,thiêu,21
Mặt trăng(月) không xuất hiện vào mùa đông.,"消(tiêu) - ke_su, ki_eru, shoo",消,"け_す, き_える, ショオ","biến mất,không xuất hiện",tiêu,21
Các bức tường xung quanh một nhà thờ cũ (古) là rất  cứng  và chắc chắn.,"固(cố) - kata_maru, ko",固,"かた_まる, コ",cứng,cố,21
Mỗi cá nhân   có một niềm tin vững vàng (固),"個(cá) - , ko",個,", コ",cá nhân,cá,21
"Một người (人)đang  cười   ""Ke ke(ケケ)"".","笑(tiếu) - wara_u, e_mu, shoo",笑,"わら_う, え_む, ショオ",cười,tiếu,22
Một người đang đứng(立) và khóc,"泣(khấp) - na_ku, kyuu",泣,"な_く, キュウ",khóc,khấp,22
Người phụ nữ(女) tức giận  với tôi.,"怒(nộ) - ika_ru, oko_ru, do",怒,"いか_る, おこ_る, ド",tức giận,nộ,22
Tôi có nhiều yên(円) dưới đất(土).Tôi rất hạnh phúc,"幸(hạnh) - saiwa_i, shiawa_se, sachi, koo",幸,"さいわ_い, しあわ_せ, さち, コオ",hạnh phúc,hạnh,22
"Nếu bạn ăn măng tây cũ(古),bạn sẽ  chịu đau ","苦(khổ) - kuru_shii, niga_i, ku",苦,"くる_しい, にが_い, ク","chịu,đau khổ",khổ,22
Tôi vượt qua hàng rào của bệnh viện với sự  đau đớn,"痛(thống) - ita_i, tsuu",痛,"いた_い, ツウ",sự đau đớn,thống,22
Thật  là một sự  xấu hổ  nếu bạn không lắng nghe tiếng nói từ trái tim của bạn (心).,"恥(sỉ) - haji_ru, ha_zukashii, chi",恥,"はじ_る, は_ずかしい, チ",xấu hổ,sỉ,22
Một người quỳ xuống để  đạt được  b&gt;  lợi ích (酒).,"配(phối) - kuba_ru, hai",配,"くば_る, ハイ","đạt được,cung cấp",phối,22
Chúng tôi đang gặp  rắc rối  b&gt; vì có một cây lớn (木).,"困(khốn) - koma_ru, kon",困,"こま_る, コン",rắc rối,khốn,22
Đứng (立)trên một cái sào thì rất là  đau,"辛(tân) - kara_i, shin",辛,"から_い, シン",đau,tân,22
Một người(民) thì đang ngủ với đôi mắt(目) đã khép.,"眠(miên) - nemu_ru, min",眠,"ねむ_る, ミン",ngủ,miên,22
Ba (三) người chết (死) và chỉ có vũ khí của họ vẫn  còn lại  b&gt;,"残(tàn) - noko_ru, zan",残,"のこ_る, ザン",còn lại,tàn,22
"Bây giờ(今) ,tôi đang nghĩ về bạn.","念(niệm) - , nen",念,", ネン",nghĩ,niệm,22
Tôi  cảm thấy  b&gt; bị sốc khi nhìn thấy một người đàn ông với một vũ khí.,"感(cảm) - , kan",感,", カン",đã cảm thấy,cảm,22
Tôi cảm giác màu xanh,"情(tình) - nasa_ke, joo, sei",情,"なさ_け, ジョオ, セイ","cảm giác,cảm thấy",tình,22
Chúng tôi nhớ lại những gì chúng tôi đã nhìn(見) thấy ở trường,"覚(giác) - obo_eru, same_ru, kaku",覚,"おぼ_える, さめ_る, カク","nhớ,hồi tưởng",giác,23
Tôi quên xây dựng bức tường ở bên phải,"忘(vong) - wasu_reru, boo",忘,"わす_れる, ボオ",quên,vong,23
Chúng tôi đã quyết định tiết kiệm nước,"決(quyết) - kime_ru, ketsu",決,"きめ_る, ケツ",quyết định,quyết,23
Hãy chọn ngày để chuyển nhà,"定(định) - sada_maru, tei, joo",定,"さだ_まる, テイ, ジョオ","chọn,quyết định,",định,23
Chúng đều là chữ kantakana　ヒ　?Hãy so sánh chúng.,"比(tỉ) - kura_beru, hi",比,"くら_べる, ヒ",so sánh,tỉ,23
Con người nhận các thứ từ tay đến tay,"受(thụ) - u_keru, ju",受,"う_ける, ジュ",nhận,thụ,23
Được  hướng dẫn  b&gt; giống như  nhận (受) điều từ một người nào đó.,"授(thụ) - sazu_keru, ju",授,"さず_ける, ジュ",hướng dẫn,thụ,23
Theo hướng đông () tôi luyện tập xoay sợi dây,"練(luyện) - ne_ru, ren",練,"ね_る, レン",luyện tập,luyện,23
Người theo dõi chạy (走) trên đường.,"徒(đồ) - , to",徒,", ト",theo dõi,đồ,23
Mọi người đi lặp lại trên những con đường tương tự mỗi ngày(日).,"復(phục) - , fuku",復,", フク",lặp lại,phục,23
Cô  thể hiện  b&gt; niềm vui của cô bởi vì cái cây phát triển tốt.,"表(biểu) - omote, arawa_su, hyoo",表,"おもて, あらわ_す, ヒョオ",thể hiện,biểu,23
Mười(十) người (人) đã tốt nghiệp,"卒(tốt) - , sotsu",卒,", ソツ",tốt nghiệp,tốt,23
Các đường phố thì phức tạp.Tôi nghĩ rằng tôi đang trên một con đường khác,"違(vi) - , i",違,", イ",khác,vi,23
 Nhiệm vụ b&gt; của tôi  là để mang một hòn đá.,"役(dịch) - , eki, yaku",役,", エキ, ヤク",nhiệm vụ,dịch,23
So sánh(比) mọi người ở trên tòa nhà trắng(白).Mọi người trông tương tự nhau.,"皆(giai) - mina, kai",皆,"みな, カイ",mọi người,giai,23
"Tôi đã cố gắng để nắm tay anh ta, nhưng  anh ấy đi đi.","彼(bỉ) - kare, kano, hi",彼,"かれ, かの, ヒ",anh ấy,bỉ,23
Vua (王) quy định  tất cả  b&gt; trên các ngọn núi.,"全(toàn) - matta_ku, zen",全,"まった_く, ゼン",tất cả,toàn,24
Một người đang đứng(立) ở chỗ nơi mà xe bus dừng,"部(bộ) - , bu",部,", ブ","chỗ,vùng",bộ,24
Tôi  chắc chắn  b&gt; sẽ giành chiến thắng trái tim của bạn (心).,"必(tất) - kanara_zu, hitsu",必,"かなら_ず, ヒツ",chắc chắn,tất,24
Người phụ nữ(女) giữ những thứ cần thiết trong cặp của cô ấy,"要(yêu, yếu) - i_ru, yoo",要,"い_る, ヨオ",cần thiết,"yêu, yếu",24
Tôi có thể thấy bó cỏ  gắn ngoài hành lý  b&gt;.Cái gì (何) trong đó?,"荷(hà) - ni, ka",荷,"に, カ",đồ đạc,hà,24
"Không mở hộp này,  vì  b&gt; có một cái gì đó đáng sợ có thể bật ra.","由(do) - yoshi, yu, yuu, yui",由,"よし, ユ, ユウ, ユイ",bởi vì,do,24
Một gói hàng được giao đến nhà tôi.,"届(giới) - todo_ku, todo_ke, kai",届,"とど_く, とど_け, カイ","giao,chuyển",giới,24
Chúng tôi cắt tai của bông lúa để làm lợi,"利(lợi) - ki_ku, ri",利,"き_く, リ","thuận lợi, bổ ích",lợi,24
Tôi sẽ trả tiền.,"払(phất) - hara_u, futsu",払,"はら_う, フツ",trả,phất,24
Ngày(日) nào bạn giặt quần áo của bạn?,"濯(trạc) - , taku",濯,", タク",giặt,trạc,24
Hai người thi đang ngủ,"寝(tẩm) - wa_ru, shin",寝,"わ_る, シン",ngủ,tẩm,24
Di chuyển chân của bạn (足) và  nhảy  trên hàng rào.,"踊(dũng) - , yoo",踊,", ヨオ",nhảy,dũng,24
Tôi uống rất nhiều nước và trở nên  nhanh nhẹn b&gt; hơn,"活(hoạt) - , katsu",活,", カツ","cơ động,nhanh nhẹn,linh hoạt",hoạt,24
Cái cây (木) thì đang ở thời kì cuối của sự sống,"末(mạt) - sue, matsu, batsu",末,"すえ, マツ, バツ","kết thúc,cuối",mạt,24
Tôi thích sống trong ngôi nhà của tôi,"宅(trạch) - , taku",宅,", タク",nhà,trạch,24
"Vào ngày  lễ hội , thịt được cung cấp trên một bàn thờ.","祭(tế) - matsu_ru, sai",祭,"まつ_る, サイ",lễ hội,tế,24
Cái cưa bây giờ thì bằng phẳng,"平(bình) - taira, hira, hei, byoo",平,"たいら, ひら, ヘイ, ビョオ",bằng phẳng,bình,25
Bữa ăn của người Nhật đến từ gạo,"和(hòa) - yawa_ragu, nago_mu, wa, o",和,"やわ_らぐ, なご_む, ワ, オ","hòa bình, Nhật Bản",hòa,25
Những loại thuốc độc khác nhau được sử dụng trong chiến tranh,"戦(chiến) - tataka_u, sen",戦,"たたか_う, セン",chiến tranh,chiến,25
Người có vũ khí đã sẵn sàng cho một cuộc  xung đột ,"争(tranh) - araso_u, soo",争,"あらそ_う, ソオ","chống lại,xung đột",tranh,25
 Chính phủ  b&gt; nên làm những điều đúng (正).,"政(chính) - matsurikoto, sei, shoo",政,"まつりこと, セイ, ショオ",chính phủ,chính,25
Tôi quản lý khu vực ven biển,"治(trị) - osa_meru, oo_su, nao_ru, chi, ji",治,"おさ_める, おお_す, なお_る, チ, ジ","quản lý,cai trị",trị,25
Hai người(人) ngồi trên đất(土).,"座(tọa) - suwa_ru, za",座,"すわ_る, ザ",ngồi,tọa,30
Cày trên ruộng và quay sợi dây thì thời gian sẽ đi qua,"経(kinh) - he_ru, kei, kyoo",経,"へ_る, ケイ, キョオ",đi qua,kinh,25
