Đang làm gì đó," Cấu trúc:
 V（て）＋ います。
 Mẫu câu này biểu thị một hành động đang diễn ra. 
 ミラーさんはいまでんわをかけています。
 Bây giờ anh Miller đang gọi điện thoại
 いま雨がふっていますか
 Bây giờ trời có mưa không?
 はい、ふっています。
 Có, trời đang mưa
 いいえ、ふっていません。
 Không, trời không mưa",14
Đề nghị làm một việc gì đó cho người nghe," Cấu trúc:
 V（ます）＋ましょうか。
 Mẫu câu này dùng khi người nói muốn nêu ra đề nghị làm 1 việc gì đó cho người nghe
 Ａ：あしたきましょうか。
 A:Ngày mai tôi đến nhé
 Ｂ：ええ、10時にきてください。
 B:Vâng, ngày mai anh đến vào lúc 10 giờ
 Ａ：かさをかしましょうか。
 A:Tôi cho anh mượn ô nhé. 
 Ｂ：すみません、おねがいします。
 B:Cám ơn anh. Nhờ anh
 にもつをもちましょうか。
 A:Tôi mang hành lý giúp anh nhé
 いいえ、けっこうです。
 B:Không, tôi mang được ạ. 
 Ở ví dụ 1 thì B nhờ hay sai khiến A khi A đề nghị làm một việc cho B
 Ở ví dụ 2 thì B tiếp nhận đề nghị của A với thái độ cám ơn
 Ở ví dụ 3 thì B từ chối đề nghị của A",14
Câu 1 が Câu 2," しっれいですが、おなまえは？
 Xin lỗi, anh tên là gì ạ. 
 すみませんが、しおをとってください。
 Xin lỗi, làm ơn lấy giúp tôi muối. 
 Ở bài 8 chúng ta đã học về trợ từ nối tiếp 「が」 . Nhưng ở ví dụ này khi dùng trong 「しつれいですが」 hoặc 「すみませんが」 để mở đầu một câu nói thì 「が」 không còn ý nghĩa ban đầu của nó nữa mà chỉ mang ý nghĩa nối tiếp mà thôi. ",14
Danh từ が Động từ," Khi muốn miêu tả một hiện tượng tự nhiên thì dùng 「が」 trước chủ thể đó. 
 雨がふっています。
 Trời đang mưa. ",14
Được phép làm 1 điều gì đó," V て + もいいです + か 
 しゃしん を とって も いい です。
 Bạn có thể chụp hình
 たばこ を すって も いい です か。
 Tôi có thể hút thuốckhông ?",15
Không được làm gì đó," Mẫu câu này biểu thị ý nghĩa cấm hay không được làm một việc gì. 
 ここでたばこをすってはいけません。きんえんですから。
 Không được hút thuốc ở đây vì là nơi cấm hút thuốc.
 Đối với câu hỏi: động từ thể てもいいですか, khi muốn nhấn mạnh câu trả lời không được thì có thể lược bỏ (động từ thể　ては) mà chỉ trả lời là [いいえ、いけません]. Cách trả lời này không dùng với người trên. 
 先生、ここであそんでもいいですか。
 Thưa thày, em chơi ở đây được không ạ?
 いいえ、いけません。
 Không, không được.",15
Động từ thể て（1）," Chúng ta đã học [động từ thể ています]. Ngoài ra chúng ta còn dùng mẫu câu này để nói về một trạng thái (là kết quả của một hành động) vẫn còn lại, vẫn tiếp diễn ở hiện tại.
 私はけっこんしています。
 Tôi đã lập gia đình.
 私は田中さんをしっています。
 Tôi biết anh Tanaka.
 私は大阪にすんでいます。
 Tôi sống ở Osaka.
 私はカメラをもっています。
 Tôi có máy ảnh.
 「もっています」 có hai nghĩa là bây giờ đang cầm và có (sở hữu).",15
Động từ thể て（2）," [Động từ thể ています] còn được dùng để nói về các tập quán, thói quen (tức là hành vi được lặp đi lặp lại trong thời gian dài). Chúng ta có thể dùng mẫu câu này để nói về nghề nghiệp hoặc tình cảnh của ai đó. Chúng ta dùng mẫu câu này để trả lời khi được hỏi [おしごとはなんですか。]
 ＩＭＣ　はコンピュータ―ソフトをつくっています。
 Công ty IMC chế tạo phần mềm máy vi tính
 スーパーでフィルムをうっています。
 Siêu thị có bán phim
 ミラーさんはＩＭＣではたらいています。
 Anh Miller làm việc ở công ty IMC
 いもうとは大学でべんきょうしています。
 Em gái tôi đang học đại học",15
Động từ thể て," Chúng ta dùng thể て khi muốn nối các động từ với nhau. Khi muốn nối hai động từ trở lên thì chúng ta đặt những động từ này theo thứ tự của hành động diễn ra và dùng thể て để nối. Thời của câu do thời của động từ cuối cùng quyết định. 
 あさジョギングをして、シャワーをあびて、会社へいきます。
 Buổi sáng, tôi chạy bộ, tắm rồi đến công ty.
 こうべへいって、えいがをみて、おちゃをのみました。
 Tôi đã đến Kobe, xem phim, rồi uống trà.",16
Nối các tính từ đuôi い," Khi muốn nối tính từ đuôi　い với một ngữ, hoặc câu khác thì chúng ta bỏ đuôi [い] và thêm [くて] vào sau
  おおきい to → おおきくて to  ちいさい nhỏ → ちいさくて nhỏ いい tốt → よくて tốt 
 ミラーさんはわかくて、げんきです。
 Anh Miller trẻ và khỏe mạnh.
 きのうはてんきがよくて、あつかったです。
 Hôm nay trời đẹp và nóng.",16
Nối các tính từ đuôi な /danh từ," Đối với danh từ và tính từ đuôi な, chúng ta chỉ cần thay 「です」 bằng 「 で」 để nối
 カリナさんはインドネシア人で、２５さいです。
 Chị Karina là người Indonesia và 25 tuổi. 
 かれはハンサムで、しんせつです。
 Anh ấy thì đẹp trai và tốt bụng
 (Chú ý 1) : 
 Cách nối như trên không chỉ dùng với câu có một chủ đề, có thể dùng với câu chứa những chủ đề khác nhau. 
 カリナさんは学生で。マリナさんはしゅふです。
 Chị Karina là sinh viên và chị Maria là người nội trợ
 (Chú ý 2) : 
 Cách nối trên không dùng để nối những bộ phận có ý nghĩa trái ngược nhau. Đối với trường hợp, ta dùng が để nối
 このへやはせまくて、きれいです。 (sai) 
 このへやはせまいですがきれいです。 (đúng) 
 Cái phòng này hẹp nhưng sạch.",16
V1 thể て から V2," Mẫu câu này dùng để biểu thị rằng hành động ở động từ 2 (V2) được thực hiện sau khi hành động ở động từ 1 (V1) đã kết thúc. Thời của câu do thời của động từ cuối cùng quyết định
 国へかえってから、父のかいしゃではたらきます。
 Sau khi về nước, tôi làm việc ở công ty của bố tôi
 コンサートがおわってから、ごはんをたべました。
 Sau khi buổi hòa nhạc kết thúc, tôi đã đi ăn cơm. 
 (Chú ý) : 
 Như chúng ta thấy ở ví dị 10, đối với chủ ngữ của mệnh đề phụ thì chúng ta dùng が để biểu thị. ",16
Miêu tả đặc điểm của 1 chủ thể," Cấu trúc:
 Danh từ 1 + は + Danh từ 2 + が + Tính từ
 Mẫu câu này dùng để nói về một thuộc tính của chủ đề được biểu thị bởi は. Danh từ 1 là chủ thế của câu. Danh từ là chủ ngữ chỉ được bổ nghĩa bởi tính từ
 おおかさはたべものがおいしいです。
 Thức ăn ở Osaka ngon
 マリナさんはかみがながいです。
 Chị Maria tóc dài. ",16
どうやって," 「どうやって」 dùng để hỏi vê trình từ hoặc cách làm 1 việc gì đó. Khi trả lời chúng ta dùng mẫu câu nối các động từ như các cấu trúc trên. 
 あなたは大学でどうやっていきますか。
 Bạn đến trường đại học bằng cách nào vậy. 
 おおさかから１６ばんのバスにのって、だいがくまえでおります。
 Tôi bắt xe bus số 16 ở Osaka, rồi xuống ở điểm đỗ Daigaku-mae. ",16
どの," Ở bài 2 chúng ta đã học cách dùng 「この、その、あの」 để bổ nghĩa cho danh từ. Từ nghi vấn của nhóm này là 「どの」 . 「どの」 dùng để hỏi khi muốn xác định một đối tượng (vật hoặc người) nào đó trong một nhóm gồm ba đối tượng trở lên. 
 サントスさんはどの人ですか。　
 Anh Santos là người nào?
 あのせがたかくて、かみがくろいひとです。
 Là người cao, tóc đen đó. ",16
Thể ない của động từ," Thể của động từ khi đi kèm với 「ない」 được gọi là thể ない của động từ. Ví dụ bộ phận 「かか」 trong 「かかない」 là thể ないcủa động từ 「かきます」 . Cách tạo ra thể ない như sau
 Động từ nhóm I
 Âm cuối của thể ます thuộc hàng い đổi sang âm tương ứng thuộc hàng お. Ngoại lệ nếu âm cuối là い thì chuyển sang thành わ
  かきます → かかない よみます → よまない  とります → とらない   すいます → すわない   いそぎます → いそがない   あそびます → あそばない   まちます → またない   はなします → はなさない  
 Động từ nhóm II
 Động từ nhóm này thể ない giống với thể ます
  たべます → たべない  みます → みない 
 Động từ nhóm III
 Đối với động từ (します) thì thể ない giống với thể ます. Đặc biệt với động từ (きます) thì là 「こない」 
  べんきょうします → べんきょうしない　　　　　",17
Yêu cầu ai đó không làm gì đó," Cấu trúc:
Vない　でください
 私はげんきですから、しんぱいしないでください。
 Tôi thì khỏe nên anh/chị không phải lo lắng
 ここで写真をとらないでください。
 Không được chụp ảnh ở đây. ",17
Phải làm gì.. ," Cấu trúc:
 Vない＋なければなりません。
 くすりをのまなければなりません。
 Tôi phải uống thuốc.",17
Không phải ~ cũng được," Cấu trúc:
 Vない＋なくてもいいです。
 あしたこないくてもいいです。
 Ngày mai anh/chị không cần phải đến.",17
Danh từ (tân ngữ) は," Ở bài 6 chúng ta đã học là cần đặt trợ từ 「を」 trước tân ngữ trực tiếp của động từ. Ở mẫu câu này, chúng ta sẽ đặt 「は」 trước tân ngữ để biểu thị chủ đề.
 ここににもつをおかないでください。
 Xin đừng đặt đồ ở đây
 にもつはここにおかないでください。
 Đồ thì xin đừng đặt ở đây
 会社のしょくどうでひるごはんをたべます。
 Tôi ăn cơm trưa ở nhà ăn của công ty
 ひるごはんは会社のしょくどうでたべます。
 Cơm trưa thì tôi ăn ở nhà ăn của công ty",17
Danh từ (thời gian) まで に　Động từ," Mẫu câu này biểu thị thời hạn mà động tác hay hành động cần phải thực hiện. Hay nói cách khác, cần phải thực hiện động tác hay hành động trước thời điểm được biểu thị bằng 「までに」 
 かいぎは５じまでにおわります。
 Cuộc họp sẽ kết thúc trước 5 giờ.
 土曜日までにほんをかえさなければなりません。
 Anh/chị phải trả sách tước ngày thứ bảy.
 (Chú ý) Không nhầm lẫn với trợ từ 「まで」 học ở bài 4
 ５時まではたらきます。
 Tôi làm việc đến 5 giờ.",17
Thể nguyên dạng của động từ," Thể này là thể cơ bản của động từ, và còn được gọi là thể từ điển vì trong từ điển động từ được viết dưới dạng này. Thể nguyên dạng này được tạo thành như sau:
 Động từ nhóm I
 Chuyển âm cuối thuộc hàng 「い」 sang âm tương ứng thuộc hàng 「う」 
 Động từ nhóm II
 Đối với nhóm này, bỏ 「ます」 và thêm 「る」 vào sau động từ
 Động từ nhóm III
 Chuyển 「します」 → 「する」 
 Đặc biệt : きます → くる",18
Có thể làm gì đó. ," V（る） こと ができます。 Danh từ  ができます。
 「できます」 là động từ biểu thị năng lực hoặc khả năng. Cụm từ đặt trước 「が」 gồm danh từ (động từ dạng nguyên thể 　こと) biểu thị nội dung của năng lực hoặc khả năng. 
 Trường hợp của danh từ
 Danh từ đặt trước 「が」 thường là những danh từ chỉ động tác hoặc hành vi (lái xe, mua hàng, trượt tuyết, nhảy.. vv). nhưng cũng có thể dùng những danh từ như 「にほんご」  「ピアノ」 .... chúng là những danh từ ám chỉ động tác hay hành vi 「はなす」  「ひく」 
 ミラーさんはにほんごができます。
 Anh Miller có thể nói tiếng Nhật
 ゆきがたくさんふりましたから、ことしはスキーができます。
 Ví tuyết (đã) rơi nhiều nên năm nay có thể trượt tuyết. 
 Trường hợp của động từ
 Khi muốn nói ai đó có thể làm được một động tác nào đó chúng ta thêm 「こと」 vào sau động từ ở dạng nguyên thể để chuyển nó thành ngữ danh từ, và thêm 「ができます」 vào sau đó
 ミラーさんはかんじをよむことができます。
 Anh Miller có thể đọc chữ Hán
 カードではらうことができます。
 Có thể trả tiền bằng thẻ. ",18
Sở thích của tôi là ~," わたしのしゅみは＋ Ｎ＋です＋V（る）＋こと＋です 
 Khi dùng ngữ danh từ 「Động từ thể nguyên dạng こと」 như ở ví dụ dưới đây thì chúng ta có thể diễn đạt một nội dung cụ thể hơn danh từ. 
 わたしのしゅみはおんがくです。
 Sở thích của tôi là âm nhạc
 わたしのしゅうみはおんがくをきくことです。
 Sở thích của tôi là nghe nhạc. ",18
Trước khi ~," V (る)    Danh từ の  + まえに + V2  Khoàng thời gian  
 Trường hợp của động từ
 Mẫu câu này biểu thị rằng động tác ở động từ 2 xảy ra trước động tác ở động từ 1. Động từ 1 luôn ở thể nguyên dạng cho dù động từ 2 có ở thì quá khứ hay tương lai
 ねるまえにほんをよみます。
 Trước khi đi ngủ, tôi đọc sách
 Trường hợp của danh từ
 Khi dùng 「まえに」 sau danh từ thì chúng ta phải thêm 「の」 vào ngay sau danh từ. Danh từ ở trước 「まえに」 là danh từ biểu thị hoặc ám chỉ động tác. 
 しょくじのまえにてをあらいます。
 Trước bữa ăn, tôi rửa tay
 Trường hợp của lượng từ (khoảng thời gian) 
 Nếu là lượng từ (khoảng thời gian) thì không thêm 「の」 
 田中さんは１じかんまえにでかけました。
 Anh Tanaka đã đi ra ngoài cách đây 1 tiếng. ",18
なかなか," 「なかなか」 đi kèm với thể phủ định để biểu thị ý nghĩa không dễ gì hoặc không đúng như điều kỳ vọng
 にほんではなかなかうまをみることができません。
 Ở Nhật khó mà có cơ hội để xem ngựa. 
 (Chú ý) :
 Từ 「は」 trong 「にほんでは」 được đặt sau trợ từ 「で」 biểu thị địa điểm để nhấn mạnh sự giới hạn phạm vi đề cập đến trong câu.",18
ぜひ," Từ này được dùng kèm với câu chỉ nguyện vọng, yêu cầu đề nhấn mạnh ý nghĩa đó
 ぜひほっかいどうへいきたいです。
 Tôi rất muốn đi Hokkaido.
 ぜひあそびにきてください。
 Nhất định anh/chị phải đến chơi nhé. ",18
Thể của động từ た," Trong bài này chúng ta sẽ học về thể 「た」 của động từ. Thể 「た」 được tạo ra như sau
 Đổi 「て、で」 trong thể te của động từ tương ứng thành 「た、だ」 
  Nhóm I  かいて → かいた  のんで → のんだ Nhóm II  たべて → たべた  Nhóm III  きて → きた  して → した",19
Đã từng~," V（た）ことがあります。 (đã từng ~) 
 Mẫu câu này được dùng để biểu thị ai đó đã từng làm 1 việc nào đó trong quá khứ. Về cơ bản thì mẫu câu này có cấu trúc giống như 「わたしは　Ｎ　があります」 học ở bài 9. Nội dung của việc đã từng làm được biểu thị qua ngữ danh từ（V（た）こと）
 うまにのったことがあります。
 Tôi đã từng cưỡi ngựa
 Lưu ý rằng:
 Mẫu câu này khác với mẫu câu ở thời quá khứ diễn đạt về một việc gì đó đã làm tại một thời điểm trong quá khứ. 
 去年、ほっかいどうでうまにのりました。
 Năm ngoái tôi cưỡi ngựa ở Hokkaido. ",19
"Đã làm ~, đã làm~…"," V（た）り、V（た）り＋。。。。＋V（た）りします。
 Ở bài 10 chúng ta đã học cách dùng 「～や～ 「など」 」 để nêu ra một số vật, người tỏng một nhóm gồm nhiều vật, người. Tương tự như thế, khi muốn nêu ra 1 số động tác trong nhóm nhiều động tác thì chúng ta dùng mẫu câu này. Trong mẫu câu này thì thời của động từ được biểu thị ở cuối câu. 
 日曜日はテ二スをしたり、映画をみたりします。
 Chủ nhật, tôi chơi quần vật, xem phim v. v.. 
 日曜日はテ二スをしたり、映画をみたりしました。
 Chủ nhật tôi đã chơi quần vợt, xem phim v. v.. 
 (Chú ý) : 
 Mẫu câu này khác với mẫu câu (Động từ thể te, động từ thể T, động từ (mà chúng ta đã học ở bài 16). Chú ý không nhầm lẫn. 
 日曜日はテ二スをして、映画をみました。
 Chủ nhật tôi chơi quần vợt rồi xem phim. 
 Hành động diễn ra theo thứ tự thời gian. Chơi quần vợt xong rồi mới đi xem phim. Theo ví dụ 2 là mang tính chất kể các sư việc không theo thứ tự thời gian. ",19
Trở nên~,"  Tính từ đuôi い + く   Tính từ đuôi な + に + なります。   Danh từ + に   
 「なります」 mang nghĩa là trở thành, trở nên nó biểu thị sự thay đổi về trạng thái
 さむい → さむくなります
 trở nên lạnh/lạnh đi　
 げんき 「な」 → げんきになります
 khỏe lên
 ２５さい → ２５さいになります
 sang tuổi 25",19
Kiểu lịch sự và kiểu bình thường," Trong câu của tiếng Nhật có hai kiểu là kiểu lịch sự và kiểu thông thường
 Lịch sự: あしたとうきょうへ行きます。
 Thông thường: あしたとうきょうへ行く
 Ngày mai tôi đi Tokyo
 Lịch sự: 毎日、いそがしいです。
 Thông thường: 毎日、いそがしい。
 Hàng ngày tôi bận
 Lịch sự: すもうがすきです。
 Thông thường: すもうがすきだ。
 Tôi thích sumo
 Lịch sự: ドイツへ行ったことがありません。
 Thông thường: ドイツへ行ったことがない。
 Tôi chưa từng đi Đức
 Thể của vị ngữ có các từ 「です、ます」 đi kèm được dùng trong câu kiểu lịch sự gọi là thể lịch sự, còn thể của vị ngữ dùng trong câu kiểu thông thường thì gọi là thể thông thường.",20
Phân biệt kiểu lịch sự và kiểu bình thường," Kiểu lịch sự là cách nói lịch sự có thể dung được trong mọi văn cảnh và đối với bất cứ ai. Chính vì thế đây là kiểu được dung phổ biến nhất trong hội thoại hang ngày với những người có quan hệ không than. Kiểu lịch sự được dung để nói với người lần đầu gặp, người lớn tuổi hơn, hoặc với người bằng tuổi nhưng không thân lắm. Ngay cả đối với người kém tuổi nhưng không thân thì cũng có khi dung kiểu lịch sự để nói. 
 Đối với bạn bè thân, đồng nghiệp hoặc người trong gia đình thì dùng kiểu thong thường. Trong thực tế để sử dụng thành thạo kiểu thông thường thì phải chú ý đến tuổi của người mình giao tiếp , đến mối quan hệ trên dưới giữa mình và người mình giao tiếp. 
 Nếu dùng kiểu thông thường không đúng thì có thể dẫn đến mất lịch sự với người mình giao tiếp. vì thế nếu không rõ phải dùng như thế nào thì an toàn hơn hết là nên dùng kiểu lịch sự.
 Khi viết thì thường dùng kiểu thông thường. Nói chung, người ta hay dùng kiểu thông thường trong báo chí, sách, luận văn và ghi chép của cá nhân như nhật ký…vv. Còn trong thư từ thì dùng kiểu lịch sự để viết.",20
Hội thoại dùng kiểu thông thường I," Trong câu nghi vấn của kiểu thông thường thì trợ từ 「か」 ở cuối câu thường được lược bỏ, và từ cuối cùng của câu được phát âm với giọng cao hơn như 「のす/」 .
 コーヒーをのむ？
 Cậu uống cà phê không?
 うん。のむ。
 Ừ, tớ uống
 Trong câu nghi vấn danh từ hoặc tính từ đuôi な thì từ 「だ」 thể thông thường của 「です」 bị lược bỏ. Trong câu trả lời ở thể khẳng định thì 「だ」 cũng thường bị lược bỏ vì nếu không thì nó sẽ mang sắc thái quả quyết quá. Cũng có khi trợ từ được them vào ở cuối câu để làm cho sắc thái câu trở nên mềm mỏng hơn. Nữ giới ít khi dùng cách nói 「だ」 .
 今晩ひま？
 Tối nay cậu rảnh không?
 うん。ひま・ひまだ。ひまだよ
 Ừ, có rảnh (dùng cho nam)
 うん。ひま、ひまよ
 Ừ, có rảnh (dùng cho nữ)
 ううん。ひまじゃない。
 Không, không rảnh (dùng cho cả nam và nữ)",20
Hội thoại dùng kiểu thông thường II," Trong câu với kiểu thông thường các trợ từ nhiều khi bị lược bỏ nếu ý nghĩa hiểu rõ trong văn cảnh
 ごはんをたべる？
 Ăn cơm không
 このりんご 「は」 おいしいね。
 Táo này ngon nhỉ?
 そこにはさみ 「が」 ある？
 Ở đây có kéo không?
 Tuy nhiên các trợ từ như () thì không lược bỏ vì nếu không câu sẽ không rõ nghĩa được.
 Trong câu với kiểu thông thường thì chữ 「い」 trong mẫu câu 「động từている」 nhiều khi cũng bị lược bỏ
 じしょ、もって 「い」 る？
 Cậu có từ điển không?
 うん。もって 「い」 る
 Ừ, tớ có
 ううん。もって 「い」 ない。
 Không, tớ không có
 けど
 「けど」 có nghĩa giống như 「が」 và thường được dùng trong hội thoại.
 そのカレーライス 「は」 おいしい？
 Món cơm cari đó có ngon không?
 うん。からいけど。おいしい。
 Ừ, tuy hơi cay nhưng ngon.",20
Thể thông thường　と　おもいます," Chúng ta dùng trợ từ 「と」 để biểu thị nội dung của 「おもいます」. Dùng để biểu thị sự phán đoán, suy xét.
 わたし雨がふるとおもいます。
 Tôi nghĩ ngày mai trời sẽ mưa
 テレサちゃんはもうねたとおもいます。
 Tôi nghĩ em Teresa đã ngủ rồi
 Khi phán đoán, suy xét về một nội dung mang nghĩa phủ định thì phần trước của () sẽ là thể phủ định.
 ミラさんはこの二ュースをしっていますか。
 Anh Miller có biết tin này không?
 いいえ。たぶんしらないとおもいます。
 Không, tôi nghĩa chắc anh ấy không biết
 Dùng để bày tỏ ý kiến
 日本はぶっかがたかいとおもいます。
 Tôi nghĩa giá cả ở Nhật đắt đỏ.",21
"Câu
Thể thông thường と いいます"," Chúng ta dùng trợ từ 「と」 để biểu thị nội dung của 「いいます」 
 Khi trích dẫn trực tiếp thì chúng ta để nguyên phần trích dẫn đó và cho vào trong 「」 
 Trước khi đi ngủ, chúng ta nói Oyasuminasai
 ねるまえに 「おやすみなさい」 と言います。
 Khi trích dẫn gián tiếp thì chúng ta dùng thể thông thường ở trước 「と」 . Thời của phần trích dẫn không phụ thuộc vào thời câu. 
 ミラーさんは来週とうきょうへしゅうちょうするといいました。
 Anh Miller nói là tuần sau sẽ đi công tác ở Tokyo.",21
でしょう dùng để xác nhận sự đồng ý của người nghe," Động từ Thể thông thường   Tính từ (~い)  ＋でしょう Tính từ (~な) Thể thông thường  Danh từ  bỏ だ　 
 「でしょう」 được dùng với giọng cao hơn để xác nhận sự đồng ý của người nghe khi người nói nghĩ là đương nhiên người nghe có sự hiểu biết về chủ đề câu chuyện, kỳ vọng là người nghe sẽ đồng ý với ý kiến của mình.
 あしたパーティーに行くでしょう？
 Ngày mai, chắc anh/chị sẽ đi dự tiệc phải không?
 ええ。行きます。
 Vâng, tôi sẽ đi
 ほっかいどうはさうかったでしょう？
 Hokkaido chắc lạnh phải không?
 いいえ。そんなにさむくなかったです。
 Không, không lạnh lắm",21
Danh từ 1 (địa điểm) でDanh từ 2 があります," Động từ 「あります」 được dùng với nghĩa là diễn ra, xảy ra, hoặc được tổ chức. Khi danh từ 2 là danh từ chỉ các sự việc, sự kiện hoặc biến cố như bữa tiệc, buổi hòa nhạc, lễ hội, vụ án, thiên tai, tai ách
 とうきょうで日本とブラジルのサッカーのしあいがあります。
 Trận bóng đá Nhật-Brazin được tổ chức ở Tokyo.",21
Danh từ (sự việc) で," Chúng ta dùng 「で」 để biểu thị địa điểm, tình huống mà một việc gì đó xảy ra
 かいぎで何かいけんをいいましたか。
 Trong cuộc họp anh/chị có phát biểu ý kiến gì không?",21
Danh từ　でも　Động từ," Khi muốn đề nghị hoặc đề xuất một cái gì đó với người khác, chúng ta dùng trợ từ 「でも」 để biểu thị một thứ tượng trưng trong một nhóm các đối tượng thuộc cùng một phạm trù (ở ví dụ dưới đây là một nhóm các đồ uống) 
 ちょっとビールでものみませんか。
 Anh/chị dùng một chút bia (hay gì đó) không?",21
Động từ thể ない　ないと。。。," Cách nói này là cách nói ngắn gọn của (Động từ thể　ない　ないと　いけません ) trong đó phần 「いけません」 bị lược bỏ. Mẫu câu (Động từ thể ない　ないと　いけません) có cùng nghĩa với mẫu câu (Động từ thể ないなければなりません) mà chúng ta đã học ở bài 17
 もうかえらないと。。。。
 Tôi phải về rồi",21
～についてどうおもいますか。," Khi muốn hỏi ý kiến của ai đó về một cái gì đó thì dùng mẫu câu 「～についてどうおもいますか。」 và chú ý không cần 「と」 ở sau 「どう」 
 あたらしいくうこうについてどうおもいますか。
 Anh nghĩ thế nào về sân bay mới?
 きれいですが。ちょっとこうつうがふべんだとおもいます。
 Tôi nghĩ là tuy mới nhưng đi lại hơi bất tiện.
 Cách biểu thị sự đồng ý hoặc không đồng ý với ý kiến của người khác như sau. 
 ファクスはべんりですね。
 Fax tiện lợi nhỉ. 
 わたしもそうおもいます。
 Tôi cũng nghĩ thế.
 わたしはそうおもいません。
 Tôi không nghĩ thế.",21
Bổ nghĩa cho danh từ," Ở bài 2 và bài 8 chúng ta đã học về cách bổ nghĩa cho danh từ
 ミラーさんのうち
 Cái nhà của anh Miller (bài 2) 
 あたらしいうち
 Cái nhà mới (bài 8) 
 Trong tiếng Nhật, khi bổ nghĩa cho danh từ thì phần bổ nghĩa luôn đứng trước phần được bổ nghĩa, cho dù phần bổ nghĩa là từ, ngữ hay một câu. Trong bài này chúng ta sẽ học về cách bổ nghĩa ngoài những gì đã trình bày ở trên.",22
Bổ nghĩa cho danh từ bằng mệnh đề phụ," Phần đứng trước bổ nghĩa cho danh từ ở thể thông thường. Nếu mệnh đề phụ là câu tính từ đuôi な thì chúng ta thay 「～だ」 bằng 「～な」 còn câu danh từ thì thay 「～だ」 bằng 「～の」 
 京都へ行く人
 Người đi Kyoto
 京都へ行かない人
 Người không đi Kyoto
 京都へ行った人
 Người đã đi Kyoto
 京都へ行かなかった人
 Người đã không đi Kyoto.",22
Danh từ が," Trong câu mệnh đề phụ bổ nghĩa cho danh từ thì chủ ngữ đi kèm với 「が」 
 ミラーさんはケーキをつくりました。
 Anh Miller đã làm bánh ngọt
 これはミラーさんがつくったケーキです。
 Đây là cái bánh ngọt mà anh Miller đã làm",22
Động từ thể nguyên dạng じかん/やくそく/ようむ ," Khi muốn biểu thị thời gian làm một việc gì đó thì như ở ví dụ dưới đây, chúng ta dいùng động từ ở thể nguyên dạng để biểu thị nội dung việc làm và đặt trước danh từ 「じかん」 
 わたしはあさごはんをたべるじかんがありません。
 Tôi không có thời gian để ăn sáng
 Ngoài ra chúng ta còn có thể dùng động từ ở thể nguyên dạng để biểu thị nội dung về việc hẹn, công chuyện.. vv
 わたしは友達とえいがをみるやくそくがあります。
 Tôi có hẹn đi xem phim với bạn
 きょうはしやくしょへ行くようじがあります。
 Hôm qua tôi có việc phải đi đến văn phòng hành chính của thành phố. ",22
Bổ nghĩa cho danh từ bằng mệnh đề phụ 1," Có thể chọn bất cứ một danh từ nào trong câu và chuyển câu thành mệnh đề bổ nghĩa cho danh từ đó. 
 わたしは先週（映画）をみました
 Tôi đã xem một bộ phim tuần trước
 わたしが先週みた（映画）。
 Bộ phim mà tôi đã xem tuần trước
 ワンさんは（びょういん）ではたらいています。
 Anh Wang làm việc ở bệnh viện
 ワンさんがはたらいている（びょういん）。
 Bệnh viện mà anh Wang làm việc
 あしたわたしは（友達）に会います
 Ngày mai tôi sẽ gặp một người bạn
 あしたわたしがあう（友達）
 Người bạn mà ngày mai tôi sẽ gặp.",22
Bổ nghĩa cho danh từ bằng mệnh đề phụ 2," Ở các ví dụ trên khi các danh từ trong () trở thành từ được bổ nghĩa thì những trợ từ biểu thị chúng ở câu ban đầu không còn cần thiết nữa. 
 Phần danh từ được bổ nghĩa (như ở ví dụ dưới đây là [ミラーさんはすんでいたうち] được dùng trong rất nhiều kiểu câu khác nhau 
 これはミラーさんが住んでいたうちです。
 Đây là ngôi nhà mà anh Miller đã ở
 ミラーさんが住んでいたうちは古いです。
 Ngôi nhà mà anh Miller đã ở cũ
 ミラーさんがすんでいたうちを買いました。
 Tôi đã mua ngôi nhà mà anh Miller đã ở
 ミラーさんが住んでいたうちにねこがいました。
 Ở ngôi nhà mà anh Miller đã ở có con mèo.",22
Nối 2 mệnh đề dùng とき," Động từ thể nguyên dạng    Động từ thể ない   Tính từ đuôi い（～い）   Tính từ đuôi な  ＋ とき。～ Danh từ の  
 「とき」 nối hai mệnh đề của câu. Nó biểu thị thời điểm mà trạng thái, động tác hay hiên tượng được diễn đạt ở mệnh đề sau diễn ra. Như đã biểu thị ở bảng trên, cách nối động từ , tính từ đuôi い , tính từ đuôi な và danh từ với 「とき」 giống như cách bổ nghĩa cho danh từ. 
 としょかんで本をかりるとき。カードがいります。
 Khi mượn sách ở thư viện thì cần có thẻ
 使い方がわからないとき。わたしに聞いてください。
 Nếu anh không biết cách dùng thì hãy hỏi tôi. 
 ひまなとき。うちへあそびに来ませんか。
 Khi anh/chị rỗi thì đến chơi nhà tôi được không?
 うまがびょうきのとき。会社をやすみです。
 Khi vợ bị ốm thì tôi nghỉ làm
 わかいとき。あまりべんきょうしませんでした。
 Khi còn trẻ, tôi không học nhiều lắm
 Thời của tính từ , danh từ bổ nghĩa cho 「とき」 không phụ thuộc vào thời của câu chính. ",23
